group,day_of_week,interval,mean_call_volume,std_call_volume,mean_abandoned_calls,std_abandoned_calls,mean_abandoned_rate,std_abandoned_rate,mean_service_level,std_service_level,mean_cct,std_cct,n_observations
B,Wednesday,15:00,422.1818,22.7536,0.8182,0.8992,0.0019,0.0021,0.9734,0.0395,335.8564,11.9069,13
B,Wednesday,15:30,431.5455,23.9917,1.0,1.893,0.0023,0.0041,0.9885,0.0282,337.4164,15.3225,13
B,Wednesday,16:00,427.2727,21.6271,0.8182,0.9603,0.002,0.0023,0.9929,0.014,340.2955,16.5966,13
B,Wednesday,16:30,412.1818,27.8566,1.0909,1.5105,0.0026,0.0035,0.9924,0.0228,342.8191,12.5115,13
B,Wednesday,17:00,387.6364,21.8233,1.2727,13.8915,0.0033,0.0369,0.9887,0.048,340.2255,14.271,13
B,Wednesday,17:30,384.1818,21.8089,1.1818,19.6264,0.0032,0.0503,0.9778,0.0744,340.1118,15.9628,13
B,Wednesday,18:00,347.9091,28.9548,2.3636,5.8127,0.0067,0.0144,0.97,0.0999,338.4564,14.2637,13
B,Wednesday,18:30,303.3636,19.0706,0.6364,1.4717,0.002,0.0045,0.9744,0.0406,336.6091,17.8032,13
B,Wednesday,19:00,279.6364,14.981,1.4545,1.13,0.0051,0.0044,0.9743,0.0442,337.5118,14.359,13
B,Wednesday,19:30,249.2727,23.8115,0.9091,1.428,0.0036,0.005,0.9614,0.0587,334.7618,24.3642,13
B,Wednesday,20:00,223.7273,13.5972,1.7273,1.5779,0.0077,0.0074,0.9394,0.0613,335.5782,25.0748,13
B,Wednesday,20:30,191.3636,11.1932,1.4545,3.7432,0.0076,0.0209,0.9591,0.0803,332.3809,21.0241,13
B,Wednesday,21:00,154.5455,12.7114,0.9091,3.0491,0.0058,0.0182,0.9712,0.0899,324.7982,23.9066,13
B,Wednesday,21:30,131.3636,14.8252,0.5455,1.1199,0.0044,0.008,0.9795,0.0669,336.8164,24.1578,13
B,Wednesday,22:00,105.0909,18.4473,0.0909,2.2998,0.0008,0.0153,0.9951,0.1006,305.2555,35.2923,13
B,Wednesday,22:30,83.6364,9.0474,0.4545,0.666,0.0056,0.0082,0.9933,0.0334,318.4091,33.3036,13
B,Wednesday,23:00,62.3636,14.0683,0.0,1.4434,0.0,0.0152,0.9913,0.0692,301.4264,24.7236,13
B,Wednesday,23:30,47.9091,8.0379,0.0909,0.6166,0.0014,0.0106,0.9962,0.0379,308.7236,33.1111,13
B,Thursday,00:00,31.0,7.2053,0.1818,1.1636,0.0059,0.0321,1.0,0.0612,306.16,49.5424,13
B,Thursday,00:30,20.1818,18.8932,0.1818,2.2875,0.0093,0.0313,0.9952,0.0502,296.9064,62.4731,13
B,Thursday,01:00,9.6364,8.372,0.0909,2.5867,0.0083,0.0723,1.0,0.1753,287.1591,106.2233,13
B,Thursday,01:30,6.9091,4.9153,0.3636,4.0889,0.0455,0.2196,0.9899,0.2516,319.7464,98.1716,13
B,Thursday,02:00,4.1818,4.7144,0.0,4.0415,0.0,0.2127,1.0,0.2887,346.6055,169.9788,13
B,Thursday,02:30,3.2727,2.501,0.0,1.4434,0.0,0.1312,1.0,0.1925,378.1291,166.4015,13
B,Thursday,03:00,2.2778,1.2083,0.0,0.0,0.0,0.0,1.0,0.0,325.3417,316.9294,11
B,Thursday,03:30,3.4,2.2788,0.0,0.0,0.0,0.0,1.0,0.0,475.391,308.0184,12
B,Thursday,04:00,1.875,1.3084,0.0,0.3333,0.0,0.0667,1.0,0.0833,418.0,230.8879,10
B,Thursday,04:30,1.3333,1.0274,0.0,0.0,0.0,0.0,1.0,0.3162,199.2411,259.5148,11
B,Thursday,05:00,2.3,1.2314,0.1,0.3954,0.025,0.1175,1.0,0.201,283.892,133.6145,12
B,Thursday,05:30,2.9,2.0915,0.0,0.3015,0.0,0.1005,1.0,0.1005,234.884,130.8768,12
B,Thursday,06:00,4.5,1.834,0.0,0.603,0.0,0.0861,1.0,0.0,227.016,101.5273,12
B,Thursday,06:30,6.9,3.3483,1.6,1.3045,0.2849,0.2424,0.6742,0.2862,338.753,193.0185,12
B,Thursday,07:00,22.0909,6.0592,0.3636,0.5068,0.0132,0.0212,0.8743,0.1063,270.1945,64.8331,13
B,Thursday,07:30,37.4545,6.4418,1.3636,1.0441,0.0356,0.0275,0.8959,0.1268,281.5073,23.2636,13
B,Thursday,08:00,72.1818,8.3538,0.3636,0.5068,0.0047,0.0069,0.9469,0.0421,294.0427,28.0673,13
B,Thursday,08:30,114.5455,11.8707,0.8182,0.8992,0.0069,0.008,0.9379,0.0796,302.5464,21.4418,13
B,Thursday,09:00,178.6364,15.1825,0.4545,0.666,0.0026,0.0036,0.9465,0.0456,304.4991,21.5638,13
B,Thursday,09:30,217.1818,21.3917,0.9091,1.0843,0.004,0.005,0.9733,0.0403,314.9991,16.6476,13
B,Thursday,10:00,256.9091,25.3065,0.1818,0.7624,0.0006,0.0027,0.9707,0.0341,317.6636,18.0047,13
B,Thursday,10:30,300.1818,13.647,3.8182,5.7444,0.0126,0.0181,0.8965,0.1169,332.0909,18.3086,13
B,Thursday,11:00,312.1818,21.4943,1.7273,1.4684,0.0055,0.0043,0.9394,0.0627,334.0855,13.0732,13
B,Thursday,11:30,346.6364,30.8762,4.2727,4.9288,0.0118,0.0137,0.8927,0.1446,327.7855,15.1208,13
B,Thursday,12:00,372.0909,24.8137,2.0,2.0412,0.0053,0.0052,0.9467,0.057,334.9618,15.7434,13
B,Thursday,12:30,373.3636,32.6196,2.6364,2.3142,0.0069,0.0055,0.9376,0.0834,341.1936,14.515,13
B,Thursday,13:00,377.9091,33.3454,2.4545,2.6379,0.0064,0.0074,0.9316,0.0591,333.4836,13.4363,13
B,Thursday,13:30,389.8182,33.6546,4.6364,4.6473,0.0115,0.0123,0.8665,0.126,332.5709,16.4993,13
B,Thursday,14:00,418.0909,33.9824,1.8182,1.5018,0.0043,0.0032,0.9155,0.0789,332.9232,11.9857,13
B,Thursday,14:30,428.9091,32.9891,2.8182,3.8215,0.0065,0.0082,0.9111,0.1193,336.4473,13.8915,13
B,Thursday,15:00,407.1818,39.7182,1.1818,1.2362,0.0028,0.003,0.968,0.0331,339.31,15.0129,13
B,Thursday,15:30,411.2727,32.1901,2.3636,3.1979,0.0058,0.0071,0.9639,0.0707,341.6127,15.2125,13
B,Thursday,16:00,404.0909,49.2326,1.1818,1.0931,0.0029,0.003,0.9904,0.0146,337.0991,14.8977,13
B,Thursday,16:30,393.4545,30.736,1.1818,0.9282,0.003,0.0024,0.9813,0.0249,338.46,10.1339,13
B,Thursday,17:00,368.1818,39.0074,0.6364,1.1007,0.0018,0.0029,0.9905,0.0222,338.6936,17.4881,13
B,Thursday,17:30,357.0,30.1109,0.7273,0.7263,0.002,0.002,0.979,0.0232,341.0482,14.5716,13
B,Thursday,18:00,335.7273,38.7299,1.7273,1.4684,0.005,0.0037,0.9488,0.0444,334.7945,13.346,13
B,Thursday,18:30,307.0,21.5387,1.3636,3.045,0.0045,0.0099,0.9444,0.0812,340.0782,16.9807,13
B,Thursday,19:00,272.6364,17.9684,1.6364,1.4947,0.0058,0.0055,0.9498,0.0357,332.7618,18.4445,13
B,Thursday,19:30,253.6364,24.51,1.1818,1.4609,0.0046,0.006,0.9482,0.0628,334.54,21.984,13
B,Thursday,20:00,211.1818,13.9777,1.7273,1.8681,0.0082,0.0086,0.9422,0.0519,345.1118,26.4268,13
B,Thursday,20:30,185.1818,13.3643,0.4545,0.666,0.0024,0.0034,0.9776,0.0298,326.6736,21.8504,13
B,Thursday,21:00,154.8182,16.7207,0.5455,0.7714,0.0037,0.0049,0.9861,0.0483,325.7755,27.0308,13
B,Thursday,21:30,119.9091,22.9834,0.0,0.2887,0.0,0.0022,0.9963,0.0182,319.3418,42.0295,13
B,Thursday,22:00,101.7273,18.5615,0.6364,2.7783,0.0063,0.0211,0.9822,0.0763,318.4282,36.9765,13
B,Thursday,22:30,76.0909,10.8471,0.0909,1.1618,0.0011,0.0115,0.9975,0.0062,305.8682,25.2489,13
B,Thursday,23:00,57.7273,7.2062,0.0,0.5774,0.0,0.0096,0.9931,0.0165,318.0164,42.0745,13
B,Thursday,23:30,42.8182,7.2596,0.0909,0.3812,0.0016,0.0077,0.9979,0.0092,311.1536,49.7706,13
B,Friday,00:00,29.7,9.5797,0.0,0.0,0.0,0.0,0.9981,0.0107,311.607,62.3484,12
B,Friday,00:30,21.7,6.2833,0.0,0.0,0.0,0.0,1.0,0.0201,284.2,73.4679,12
B,Friday,01:00,8.5,4.4415,0.2,0.6661,0.0174,0.045,0.9633,0.1244,379.282,167.5005,12
B,Friday,01:30,5.8,2.6574,0.2,1.2091,0.0236,0.1223,0.9375,0.3176,234.201,117.0576,12
B,Friday,02:00,4.5556,2.1591,0.0,0.0,0.0,0.0,1.0,0.3162,338.3744,190.3112,11
B,Friday,02:30,3.0,2.6112,0.0,0.0,0.0,0.0,1.0,0.0,391.858,230.9675,12
B,Friday,03:00,3.9,1.8906,0.0,0.0,0.0,0.0,1.0,0.0,274.227,155.2305,12
B,Friday,03:30,2.9,3.5384,0.0,0.0,0.0,0.0,1.0,0.0,370.731,296.3631,12
B,Friday,04:00,2.8889,1.5392,0.0,0.3162,0.0,0.0791,1.0,0.1581,275.9633,187.1124,11
B,Friday,04:30,3.4,1.832,0.0,0.3015,0.0,0.1005,0.9583,0.2057,183.326,150.4653,12
B,Friday,05:00,2.4,1.3856,0.0,0.0,0.0,0.0,1.0,0.0603,217.963,126.5072,12
B,Friday,05:30,2.8889,1.8685,0.0,0.3162,0.0,0.3162,1.0,0.1581,273.2506,494.7318,11
B,Friday,06:00,4.7,1.6701,0.7,1.0392,0.1486,0.2475,0.9048,0.1873,271.772,154.6754,12
B,Friday,06:30,5.9,1.7919,4.3,2.0334,0.7425,0.1792,0.4667,0.4542,339.467,585.0971,12
B,Friday,07:00,28.6,6.8365,0.4,2.3802,0.0128,0.0629,0.8786,0.0948,247.371,57.3988,12
B,Friday,07:30,40.6,8.4128,1.6,3.2096,0.0363,0.0658,0.8753,0.1226,275.316,50.8578,12
B,Friday,08:00,83.6,11.3743,0.1,0.641,0.0012,0.0068,0.9476,0.0463,271.883,14.6084,12
B,Friday,08:30,113.1,23.4856,1.2,2.0467,0.0089,0.0161,0.939,0.0833,297.992,28.6537,12
B,Friday,09:00,170.6,19.4981,1.2,1.8606,0.0068,0.0099,0.9505,0.0447,311.502,24.8806,12
B,Friday,09:30,210.1,24.777,1.6,2.0027,0.0076,0.0098,0.9464,0.0492,316.634,19.9478,12
B,Friday,10:00,264.2,22.2602,1.5,4.2747,0.0054,0.0145,0.9286,0.1624,327.143,12.9566,12
B,Friday,10:30,295.9,20.4906,4.6,12.3734,0.0157,0.0384,0.8569,0.1538,324.391,14.0032,12
B,Friday,11:00,320.2,23.4251,3.9,6.1771,0.0125,0.0173,0.8751,0.1768,328.372,17.3194,12
B,Friday,11:30,352.8,37.0094,10.3,14.2519,0.0282,0.0338,0.7141,0.1766,343.546,11.4237,12
B,Friday,12:00,399.6,42.4627,4.2,16.1692,0.0098,0.0344,0.8492,0.1725,333.153,11.3354,12
B,Friday,12:30,395.8,32.9739,5.4,11.7594,0.0136,0.0271,0.8124,0.1601,342.692,11.1362,12
B,Friday,13:00,408.5,30.4497,4.6,3.4944,0.0115,0.0086,0.8765,0.0898,333.806,16.6306,12
B,Friday,13:30,403.4,37.3547,6.1,3.9001,0.0149,0.0096,0.8229,0.0968,331.648,14.5233,12
B,Friday,14:00,427.8,35.7891,7.7,7.1088,0.0176,0.0158,0.8038,0.1187,342.944,18.1934,12
B,Friday,14:30,437.3,26.1247,8.6,6.8644,0.0196,0.0146,0.8255,0.1607,339.327,17.3049,12
B,Friday,15:00,443.8,34.927,3.1,7.8724,0.0066,0.0191,0.8832,0.1039,345.09,20.7819,12
B,Friday,15:30,435.6,32.1964,3.9,24.2549,0.0086,0.064,0.8924,0.0985,338.193,15.4587,12
B,Friday,16:00,437.4,43.0863,4.9,19.5525,0.0104,0.0377,0.8797,0.1575,351.093,18.9551,12
B,Friday,16:30,418.6,42.9739,4.0,6.1496,0.0092,0.0139,0.9045,0.1182,340.047,16.8662,12
B,Friday,17:00,398.7,43.2635,3.9,5.4948,0.0092,0.0146,0.9146,0.1301,342.538,12.6154,12
B,Friday,17:30,367.8,33.3511,3.0,2.4495,0.0081,0.0059,0.9233,0.0886,348.156,20.8048,12
B,Friday,18:00,343.5,18.4465,4.7,4.2069,0.0137,0.0112,0.8574,0.0622,350.822,12.7925,12
B,Friday,18:30,295.85,23.9243,2.55,5.6939,0.0081,0.0166,0.9143,0.1503,333.54,16.468,12
B,Friday,19:00,278.5,31.3412,4.7,9.0628,0.0157,0.0278,0.7845,0.1409,337.6605,21.718,12
B,Friday,19:30,239.55,27.4167,1.5,6.5436,0.0062,0.0227,0.9367,0.1534,320.617,17.2398,12
B,Friday,20:00,202.6,23.4252,2.2,13.2579,0.0111,0.0536,0.9187,0.1906,331.801,21.4726,12
B,Friday,20:30,186.8,22.9709,2.1,11.3174,0.0118,0.05,0.8875,0.2238,337.584,25.1942,12
B,Friday,21:00,156.9,19.9356,1.7,3.1949,0.0103,0.0201,0.8939,0.1237,328.855,30.5634,12
B,Friday,21:30,126.4,19.0333,1.4,4.0127,0.0107,0.0221,0.9244,0.1312,313.808,27.3639,12
B,Friday,22:00,96.2,18.4205,0.3,1.4857,0.0031,0.0123,0.9696,0.0446,325.134,26.9505,12
B,Friday,22:30,80.3,17.6735,0.2,1.7909,0.0024,0.0164,0.9887,0.0443,298.298,16.7232,12
B,Friday,23:00,55.8,14.1475,0.1,1.5051,0.0018,0.0166,0.9864,0.0679,319.213,43.7361,12
B,Friday,23:30,48.5,12.1468,0.5,0.6742,0.009,0.0135,0.9797,0.0311,315.473,58.6747,12
B,Saturday,00:00,36.2727,9.5277,0.7273,1.1502,0.0191,0.0267,0.971,0.0568,288.8909,64.3245,13
B,Saturday,00:30,21.8182,4.4888,0.0,0.0,0.0,0.0,0.9767,0.0704,321.3573,56.8088,13
B,Saturday,01:00,8.5455,4.2893,0.4545,1.4605,0.0682,0.1118,0.9639,0.1141,358.0309,196.6217,13
B,Saturday,01:30,4.6364,2.0924,0.1818,0.6439,0.0202,0.0994,0.9015,0.3039,282.0964,162.0747,13
B,Saturday,02:00,4.8182,1.6577,0.0,0.5774,0.0,0.1443,0.987,0.146,320.5336,117.6022,13
B,Saturday,02:30,3.0,1.5667,0.0,0.0,0.0,0.0,1.0,0.0,331.034,152.7803,12
B,Saturday,03:00,2.8,2.8489,0.0,0.0,0.0,0.0,1.0,0.0,313.652,115.8348,12
B,Saturday,03:30,2.5,4.1966,0.0,0.0,0.0,0.0,1.0,0.0,138.1025,100.3962,10
B,Saturday,04:00,2.1429,1.397,0.0,0.0,0.0,0.0,1.0,0.0,265.8214,191.4307,9
B,Saturday,04:30,2.3333,1.0616,0.0,0.0,0.0,0.0,1.0,0.378,294.8333,142.7448,8
B,Saturday,05:00,2.5,1.6237,0.0,0.0,0.0,0.0,1.0,0.0,245.61,152.4255,12
B,Saturday,05:30,2.1818,1.6577,0.0,0.0,0.0,0.0,1.0,0.0,222.0,125.0171,13
B,Saturday,06:00,2.4545,1.3301,0.0,0.0,0.0,0.0,1.0,0.0962,327.3673,298.1509,13
B,Saturday,06:30,6.1818,2.671,1.5455,2.4963,0.2399,0.2841,0.6465,0.3554,320.6391,276.4224,13
B,Saturday,07:00,9.0,3.4761,0.0909,0.3812,0.007,0.0306,0.8601,0.1166,277.8255,86.6093,13
B,Saturday,07:30,16.0909,5.0641,0.0,0.2887,0.0,0.0131,0.9565,0.0984,309.0591,79.9834,13
B,Saturday,08:00,28.6364,7.5973,0.2727,0.4818,0.0098,0.0189,0.9815,0.0563,288.9064,55.2286,13
B,Saturday,08:30,38.6364,8.7576,0.5455,2.5249,0.0157,0.0433,0.9709,0.0828,303.3482,40.1594,13
B,Saturday,09:00,100.4545,19.5914,0.8182,1.7597,0.0082,0.013,0.9708,0.0476,280.2118,21.2048,13
B,Saturday,09:30,137.7273,11.0778,1.4545,1.7657,0.0107,0.0121,0.9279,0.0747,302.8455,26.3827,13
B,Saturday,10:00,170.7273,18.1875,1.7273,3.6083,0.0103,0.017,0.9101,0.1258,304.6445,17.1574,13
B,Saturday,10:30,197.9091,16.7836,5.7273,6.9537,0.0282,0.0317,0.8464,0.1527,316.2118,18.7201,13
B,Saturday,11:00,227.7273,25.8924,2.3636,4.2013,0.0102,0.0154,0.8607,0.1529,318.6264,16.3654,13
B,Saturday,11:30,260.1818,21.2941,5.0909,5.5849,0.0197,0.0205,0.8307,0.149,324.37,21.8879,13
B,Saturday,12:00,266.0,23.8293,2.8182,3.3311,0.0101,0.0129,0.904,0.1514,319.7527,22.2603,13
B,Saturday,12:30,278.0909,20.9328,5.4545,3.7138,0.0195,0.0134,0.8491,0.1186,321.6564,21.5401,13
B,Saturday,13:00,290.7273,22.2349,7.9091,10.3463,0.026,0.0345,0.8204,0.1457,323.3482,19.5317,13
B,Saturday,13:30,310.3636,16.9041,9.4545,14.8598,0.0294,0.0491,0.769,0.1373,318.5882,17.7329,13
B,Saturday,14:00,317.9091,21.8058,12.2727,14.0722,0.0395,0.0433,0.7303,0.172,326.5718,20.0832,13
B,Saturday,14:30,312.0,20.9483,8.6364,8.703,0.0276,0.0283,0.7589,0.163,332.6691,15.6836,13
B,Saturday,15:00,305.8182,29.5679,3.8182,6.771,0.0119,0.0203,0.8623,0.1173,322.4409,12.511,13
B,Saturday,15:30,302.1818,33.1767,2.8182,5.7365,0.0095,0.0179,0.9283,0.1125,315.8945,14.3835,13
B,Saturday,16:00,297.2727,29.1612,2.2727,2.5917,0.0076,0.0075,0.9299,0.0515,330.9791,15.635,13
B,Saturday,16:30,280.8182,28.6531,1.8182,1.7747,0.0067,0.0064,0.9393,0.0661,337.1927,16.411,13
B,Saturday,17:00,272.0,20.4878,1.3636,1.27,0.0051,0.0044,0.9652,0.0262,331.09,23.0843,13
B,Saturday,17:30,255.0909,24.2433,2.5455,2.5651,0.0102,0.0098,0.9418,0.0607,335.3291,18.1597,13
B,Saturday,18:00,232.4545,21.9021,4.3636,3.9147,0.0188,0.017,0.8686,0.1108,343.0218,21.3854,13
B,Saturday,18:30,213.9091,18.0064,4.0,4.6904,0.0181,0.0211,0.877,0.1664,331.7309,17.542,13
B,Saturday,19:00,189.9091,19.2084,3.2727,3.6811,0.0169,0.0172,0.8483,0.1956,330.8682,16.6014,13
B,Saturday,19:30,169.3636,16.5156,1.2727,3.5276,0.0074,0.0204,0.931,0.1165,315.0736,20.4277,13
B,Saturday,20:00,149.4091,12.2987,6.4091,7.5984,0.0387,0.0473,0.76,0.1679,316.4409,28.0032,13
B,Saturday,20:30,129.9545,12.9689,1.5,3.2275,0.0116,0.023,0.8702,0.1343,304.4155,26.7578,13
B,Saturday,21:00,100.1818,13.4499,2.4091,2.4061,0.0215,0.0229,0.8691,0.1405,306.1727,23.8648,13
B,Saturday,21:30,90.1818,6.9379,0.8636,1.2789,0.0106,0.0139,0.915,0.0707,310.7045,35.2969,13
B,Saturday,22:00,71.2727,8.6959,0.8182,2.4706,0.0109,0.0334,0.9163,0.1363,298.7864,26.949,13
B,Saturday,22:30,59.1818,7.6042,0.4545,0.8857,0.0077,0.0155,0.9328,0.0672,312.6673,33.5634,13
B,Saturday,23:00,44.0909,9.9838,0.8182,1.0435,0.0182,0.0204,0.9293,0.055,285.1264,37.2797,13
B,Saturday,23:30,33.3636,10.9606,0.1818,0.895,0.0059,0.017,0.9673,0.0485,295.5836,39.5714,13
B,Sunday,00:00,25.6667,5.5757,0.6667,1.9206,0.0252,0.0673,0.9233,0.079,281.9311,23.5334,11
B,Sunday,00:30,19.4444,3.7794,0.5556,1.4281,0.0259,0.0865,0.9324,0.1076,253.1722,72.4621,11
B,Sunday,01:00,7.8889,2.5868,0.0,0.0,0.0,0.0,0.9765,0.0701,356.64,168.8752,11
B,Sunday,01:30,5.5556,3.7735,0.0,0.3162,0.0,0.0452,0.9841,0.1092,297.1489,158.0725,11
B,Sunday,02:00,4.0,2.1448,0.0,0.0,0.0,0.0,1.0,0.1265,331.6489,173.8186,11
B,Sunday,02:30,2.1111,2.0309,0.0,0.0,0.0,0.0,1.0,0.0,235.1922,199.1002,11
B,Sunday,03:00,3.375,3.0075,0.0,0.0,0.0,0.0,1.0,0.0,316.2131,428.7072,10
B,Sunday,03:30,1.75,1.0069,0.0,0.0,0.0,0.0,1.0,0.0,270.1562,104.4693,10
B,Sunday,04:00,1.5714,0.9962,0.0,0.0,0.0,0.0,1.0,0.0,191.5357,293.9009,9
B,Sunday,04:30,2.2,1.7068,0.0,0.0,0.0,0.0,1.0,0.0,318.7,186.8166,7
B,Sunday,05:00,1.75,1.1118,0.0,0.0,0.0,0.0,1.0,0.0,532.6463,324.1428,10
B,Sunday,05:30,2.125,0.8271,0.0625,0.3499,0.0208,0.1166,1.0,0.3333,245.5725,215.4784,10
B,Sunday,06:00,2.1429,2.0929,0.0,0.0,0.0,0.0,1.0,0.0,254.095,493.4229,9
B,Sunday,06:30,2.3333,2.4336,0.0,0.0,0.0,0.0,1.0,0.0,201.3733,138.4538,11
B,Sunday,07:00,5.5556,1.7498,0.0,0.0,0.0,0.0,1.0,0.0,264.6822,124.6922,11
B,Sunday,07:30,8.4444,3.1065,0.1111,0.6685,0.0111,0.0732,0.9738,0.0601,304.3089,59.4218,11
B,Sunday,08:00,15.3333,3.9651,0.0,0.0,0.0,0.0,0.9797,0.054,269.0922,56.8071,11
B,Sunday,08:30,21.7778,4.9965,0.0,0.3162,0.0,0.0166,1.0,0.0226,296.7344,37.276,11
B,Sunday,09:00,52.2222,8.8273,0.1111,0.4113,0.0016,0.0072,1.0,0.0066,292.49,31.1453,11
B,Sunday,09:30,66.1111,9.9097,0.0,0.0,0.0,0.0,0.9972,0.0065,303.7133,34.2035,11
B,Sunday,10:00,84.6667,6.69,0.3333,0.83,0.0035,0.0095,0.9836,0.0411,294.28,21.2616,11
B,Sunday,10:30,94.2222,10.1516,0.4444,1.5866,0.0045,0.0135,0.9547,0.0779,310.0011,33.6481,11
B,Sunday,11:00,102.4444,10.2321,0.2222,0.4701,0.002,0.0044,0.9801,0.0333,301.29,19.6882,11
B,Sunday,11:30,123.3333,14.1122,1.4444,1.5796,0.0112,0.0132,0.914,0.069,296.0167,26.5618,11
B,Sunday,12:00,136.0,16.0717,0.5556,1.9538,0.0039,0.0127,0.9289,0.1261,291.8978,20.4127,11
B,Sunday,12:30,155.0,15.0067,2.5556,3.7425,0.0168,0.0234,0.9203,0.1179,303.3078,16.6931,11
B,Sunday,13:00,174.1667,14.7966,1.1667,2.4095,0.0068,0.0114,0.9175,0.0828,294.3322,18.3804,11
B,Sunday,13:30,182.0,19.7028,1.8333,3.1684,0.0102,0.0143,0.879,0.0861,299.8428,21.2122,11
B,Sunday,14:00,201.6111,20.7626,1.5,1.9365,0.0071,0.0097,0.9215,0.0668,309.5517,19.3942,11
B,Sunday,14:30,190.1111,25.8498,0.5556,1.1183,0.0031,0.0054,0.9735,0.0294,302.9267,20.4772,11
B,Sunday,15:00,201.6667,21.5713,0.1111,0.6685,0.0005,0.0029,0.9951,0.0096,306.2911,23.8038,11
B,Sunday,15:30,210.2222,24.1177,0.8889,1.6906,0.0042,0.0087,0.988,0.0249,304.2689,15.9716,11
B,Sunday,16:00,204.0,29.0431,0.6667,0.9068,0.0031,0.004,0.9804,0.0664,299.7967,21.2945,11
B,Sunday,16:30,189.7778,24.3814,0.5556,3.1262,0.0029,0.0127,0.9805,0.0856,296.1811,19.6216,11
B,Sunday,17:00,191.0,16.6973,1.2222,2.1079,0.0065,0.0101,0.9348,0.1009,308.8744,16.8535,11
B,Sunday,17:30,175.4444,13.7774,1.2222,2.5383,0.0067,0.0128,0.9338,0.0903,309.2322,26.2555,11
B,Sunday,18:00,167.6667,18.2562,0.6667,1.8135,0.0044,0.0106,0.9503,0.0639,302.0222,15.9176,11
B,Sunday,18:30,147.4444,20.9596,1.8889,2.5413,0.0126,0.0158,0.9608,0.0501,306.22,15.9303,11
B,Sunday,19:00,130.3333,19.1891,0.8889,1.0068,0.0064,0.009,0.9618,0.0196,289.8511,14.894,11
B,Sunday,19:30,118.6667,12.1005,0.5556,0.6795,0.005,0.0059,0.9742,0.0213,307.1611,25.2801,11
B,Sunday,20:00,100.2222,12.8659,0.2222,0.4701,0.002,0.0047,0.9794,0.018,304.7378,22.8298,11
B,Sunday,20:30,91.8889,8.6501,0.1111,0.6685,0.0011,0.0071,0.9951,0.0097,301.1389,29.3054,11
B,Sunday,21:00,84.3333,10.7714,0.0,0.3162,0.0,0.005,0.9916,0.0112,298.1411,33.9306,11
B,Sunday,21:30,71.0,14.7003,0.3333,1.0593,0.0046,0.0145,0.9937,0.0222,309.5844,26.6198,11
B,Sunday,22:00,59.7222,8.8282,0.2222,0.4701,0.0028,0.0065,0.993,0.037,313.4656,34.4083,11
B,Sunday,22:30,45.3889,6.5944,0.2222,1.064,0.0056,0.0241,0.9935,0.011,295.4644,42.8769,11
B,Sunday,23:00,37.9444,4.5461,0.0,0.3162,0.0,0.0085,0.9894,0.045,246.6333,28.8301,11
B,Sunday,23:30,30.0556,9.5929,0.0,0.0,0.0,0.0,0.9963,0.0223,267.1944,35.9671,11
C,Monday,00:00,49.9,7.7678,0.3,0.6796,0.007,0.0141,1.0,0.0058,315.057,34.1906,12
C,Monday,00:30,39.5,6.0678,0.0,0.3015,0.0,0.0065,0.9956,0.019,303.155,31.0696,12
C,Monday,01:00,29.7,6.4546,0.2,0.4553,0.0053,0.0133,1.0,0.0365,308.057,47.6256,12
C,Monday,01:30,21.0,3.0451,0.2,0.6661,0.0083,0.0334,1.0,0.0144,324.581,45.4819,12
C,Monday,02:00,13.9,3.204,0.3,1.2749,0.0224,0.0747,0.9622,0.1377,291.207,66.8418,12
C,Monday,02:30,13.2,2.9523,0.7,1.3974,0.0528,0.0948,0.7966,0.251,341.537,162.2212,12
C,Monday,03:00,11.2,2.725,0.3,0.6796,0.0283,0.0605,0.9302,0.1139,316.394,50.2483,12
C,Monday,03:30,8.1,2.8813,0.0,0.0,0.0,0.0,1.0,0.0302,300.061,95.4532,12
C,Monday,04:00,9.5,3.3439,0.0,0.3015,0.0,0.0251,1.0,0.0251,317.398,82.454,12
C,Monday,04:30,8.3,2.3409,0.0,0.0,0.0,0.0,0.9889,0.0439,307.169,142.6834,12
C,Monday,05:00,10.0,1.7321,0.0,0.3015,0.0,0.0302,1.0,0.0377,304.15,171.2485,12
C,Monday,05:30,13.1,3.8814,0.2,0.7909,0.0111,0.0568,1.0,0.0565,263.994,60.6376,12
C,Monday,06:00,22.6,5.8877,0.0,0.0,0.0,0.0,0.974,0.0347,259.323,99.9573,12
C,Monday,06:30,38.7,9.9794,0.4,0.8045,0.008,0.0196,0.9583,0.0367,280.335,39.3136,12
C,Monday,07:00,73.3,13.1048,0.0,0.0,0.0,0.0,0.9764,0.0311,249.668,30.5681,12
C,Monday,07:30,118.9,12.6121,0.3,1.2749,0.0024,0.0094,0.9679,0.0818,251.125,22.5146,12
C,Monday,08:00,238.0,29.0611,0.4,0.8045,0.0015,0.0032,0.9821,0.0387,286.757,14.0895,12
C,Monday,08:30,378.6,35.4923,0.5,0.6742,0.0013,0.0019,0.9926,0.0066,295.758,10.0468,12
C,Monday,09:00,540.3,40.0757,1.4,0.7816,0.0026,0.0014,0.9878,0.0146,308.974,12.9705,12
C,Monday,09:30,696.6,50.2979,7.4,10.6084,0.0099,0.0144,0.9148,0.1643,321.92,15.2914,12
C,Monday,10:00,835.0,59.2913,7.0,17.6326,0.0083,0.0188,0.8785,0.2164,325.92,10.8363,12
