group,Date,day_of_week,interval,interval_cct
C,2025-08-01,Friday,08:30,306.53
C,2025-08-01,Friday,09:00,312.42
C,2025-08-01,Friday,09:30,307.95
C,2025-08-01,Friday,10:00,324.15
C,2025-08-01,Friday,10:30,330.06
C,2025-08-01,Friday,11:00,334.91
C,2025-08-01,Friday,11:30,332.77
C,2025-08-01,Friday,12:00,336.11
C,2025-08-01,Friday,12:30,340.8
C,2025-08-01,Friday,13:00,345.88
C,2025-08-01,Friday,13:30,345.38
C,2025-08-01,Friday,14:00,345.94
C,2025-08-01,Friday,14:30,342.76
C,2025-08-01,Friday,15:00,345.72
C,2025-08-01,Friday,15:30,348.22
C,2025-08-01,Friday,16:00,347.27
C,2025-08-01,Friday,16:30,349.5
C,2025-08-01,Friday,17:00,344.52
C,2025-08-01,Friday,17:30,348.02
C,2025-08-01,Friday,18:00,348.8
C,2025-08-01,Friday,18:30,348.1
C,2025-08-01,Friday,19:00,339.86
C,2025-08-01,Friday,19:30,350.2
C,2025-08-01,Friday,20:00,340.66
C,2025-08-01,Friday,20:30,333.11
C,2025-08-01,Friday,21:00,340.79
C,2025-08-01,Friday,21:30,339.36
C,2025-08-01,Friday,22:00,340.79
C,2025-08-01,Friday,22:30,337.34
C,2025-08-01,Friday,23:00,319.97
C,2025-08-01,Friday,23:30,303.33
C,2025-08-02,Saturday,00:00,322.45
C,2025-08-02,Saturday,00:30,323.56
C,2025-08-02,Saturday,01:00,314.5
C,2025-08-02,Saturday,01:30,323.38
C,2025-08-02,Saturday,02:00,312.33
C,2025-08-02,Saturday,02:30,340.16
C,2025-08-02,Saturday,03:00,346.33
C,2025-08-02,Saturday,03:30,346.33
C,2025-08-02,Saturday,04:00,346.33
C,2025-08-02,Saturday,04:30,346.33
C,2025-08-02,Saturday,05:00,346.33
C,2025-08-02,Saturday,05:30,308.89
C,2025-08-02,Saturday,06:00,278.82
C,2025-08-02,Saturday,06:30,273.86
C,2025-08-02,Saturday,07:00,269.55
C,2025-08-02,Saturday,07:30,267.04
C,2025-08-02,Saturday,08:00,277.61
C,2025-08-02,Saturday,08:30,299.54
C,2025-08-02,Saturday,09:00,295.48
C,2025-08-02,Saturday,09:30,314.12
C,2025-08-02,Saturday,10:00,312.27
C,2025-08-02,Saturday,10:30,324.69
C,2025-08-02,Saturday,11:00,326.7
C,2025-08-02,Saturday,11:30,333.07
C,2025-08-02,Saturday,12:00,333.92
C,2025-08-02,Saturday,12:30,331.76
C,2025-08-02,Saturday,13:00,334.46
C,2025-08-02,Saturday,13:30,334.26
C,2025-08-02,Saturday,14:00,335.49
C,2025-08-02,Saturday,14:30,331.14
C,2025-08-02,Saturday,15:00,339.28
C,2025-08-02,Saturday,15:30,335.99
C,2025-08-02,Saturday,16:00,336.14
C,2025-08-02,Saturday,16:30,335.26
C,2025-08-02,Saturday,17:00,336.83
C,2025-08-02,Saturday,17:30,333.6
C,2025-08-02,Saturday,18:00,331.89
C,2025-08-02,Saturday,18:30,339.84
C,2025-08-02,Saturday,19:00,330.84
C,2025-08-02,Saturday,19:30,328.84
C,2025-08-02,Saturday,20:00,335.86
C,2025-08-02,Saturday,20:30,329.73
C,2025-08-02,Saturday,21:00,331.19
C,2025-08-02,Saturday,21:30,332.05
C,2025-08-02,Saturday,22:00,321.7
C,2025-08-02,Saturday,22:30,322.91
C,2025-08-02,Saturday,23:00,311.88
C,2025-08-02,Saturday,23:30,312.48
C,2025-08-03,Sunday,00:00,288.3
C,2025-08-03,Sunday,00:30,327.52
C,2025-08-03,Sunday,01:00,294.18
C,2025-08-03,Sunday,01:30,266.63
C,2025-08-03,Sunday,02:00,317.04
C,2025-08-03,Sunday,02:30,324.14
C,2025-08-03,Sunday,03:00,342.93
C,2025-08-03,Sunday,03:30,342.93
C,2025-08-03,Sunday,04:00,342.93
C,2025-08-03,Sunday,04:30,342.93
C,2025-08-03,Sunday,05:00,342.93
C,2025-08-03,Sunday,05:30,342.93
C,2025-08-03,Sunday,06:00,265.52
C,2025-08-03,Sunday,06:30,261.5
C,2025-08-03,Sunday,07:00,265.53
C,2025-08-03,Sunday,07:30,263.16
C,2025-08-03,Sunday,08:00,281.67
C,2025-08-03,Sunday,08:30,289.53
C,2025-08-03,Sunday,09:00,296.47
C,2025-08-03,Sunday,09:30,294.52
C,2025-08-03,Sunday,10:00,294.12
C,2025-08-03,Sunday,10:30,299.5
C,2025-08-03,Sunday,11:00,307.93
C,2025-08-03,Sunday,11:30,314.45
C,2025-08-03,Sunday,12:00,311.71
C,2025-08-03,Sunday,12:30,311.79
C,2025-08-03,Sunday,13:00,323.68
C,2025-08-03,Sunday,13:30,318.75
C,2025-08-03,Sunday,14:00,327.81
C,2025-08-03,Sunday,14:30,319.85
C,2025-08-03,Sunday,15:00,327.83
C,2025-08-03,Sunday,15:30,323.36
C,2025-08-03,Sunday,16:00,319.62
C,2025-08-03,Sunday,16:30,324.03
C,2025-08-03,Sunday,17:00,325.2
C,2025-08-03,Sunday,17:30,315.55
C,2025-08-03,Sunday,18:00,325.04
C,2025-08-03,Sunday,18:30,323.99
C,2025-08-03,Sunday,19:00,320.41
C,2025-08-03,Sunday,19:30,325.22
C,2025-08-03,Sunday,20:00,322.76
C,2025-08-03,Sunday,20:30,320.55
C,2025-08-03,Sunday,21:00,314.04
C,2025-08-03,Sunday,21:30,306.79
C,2025-08-03,Sunday,22:00,320.66
C,2025-08-03,Sunday,22:30,310.94
C,2025-08-03,Sunday,23:00,313.99
C,2025-08-03,Sunday,23:30,303.16
C,2025-08-04,Monday,00:00,315.79
C,2025-08-04,Monday,00:30,312.12
C,2025-08-04,Monday,01:00,314.74
C,2025-08-04,Monday,01:30,331.09
C,2025-08-04,Monday,02:00,279.79
C,2025-08-04,Monday,02:30,340.48
C,2025-08-04,Monday,03:00,340.48
C,2025-08-04,Monday,03:30,340.48
C,2025-08-04,Monday,04:00,340.48
C,2025-08-04,Monday,04:30,340.48
C,2025-08-04,Monday,05:00,340.48
C,2025-08-04,Monday,05:30,264.32
C,2025-08-04,Monday,06:00,257.37
C,2025-08-04,Monday,06:30,281.08
C,2025-08-04,Monday,07:00,256.58
C,2025-08-04,Monday,07:30,261.51
C,2025-08-04,Monday,08:00,291.26
C,2025-08-04,Monday,08:30,298.48
C,2025-08-04,Monday,09:00,313.81
C,2025-08-04,Monday,09:30,319.28
C,2025-08-04,Monday,10:00,326.32
C,2025-08-04,Monday,10:30,335.65
C,2025-08-04,Monday,11:00,345.67
C,2025-08-04,Monday,11:30,348.19
C,2025-08-04,Monday,12:00,346.92
C,2025-08-04,Monday,12:30,345.54
C,2025-08-04,Monday,13:00,351.33
C,2025-08-04,Monday,13:30,353.06
C,2025-08-04,Monday,14:00,354.57
C,2025-08-04,Monday,14:30,353.79
C,2025-08-04,Monday,15:00,353.77
C,2025-08-04,Monday,15:30,356.96
C,2025-08-04,Monday,16:00,352.69
C,2025-08-04,Monday,16:30,358.0
C,2025-08-04,Monday,17:00,347.84
C,2025-08-04,Monday,17:30,355.28
C,2025-08-04,Monday,18:00,355.06
C,2025-08-04,Monday,18:30,355.65
C,2025-08-04,Monday,19:00,358.97
C,2025-08-04,Monday,19:30,355.29
C,2025-08-04,Monday,20:00,360.16
C,2025-08-04,Monday,20:30,351.11
C,2025-08-04,Monday,21:00,353.51
C,2025-08-04,Monday,21:30,341.94
C,2025-08-04,Monday,22:00,339.41
C,2025-08-04,Monday,22:30,332.48
C,2025-08-04,Monday,23:00,322.06
C,2025-08-04,Monday,23:30,334.0
C,2025-08-05,Tuesday,00:00,327.41
C,2025-08-05,Tuesday,00:30,342.17
C,2025-08-05,Tuesday,01:00,344.6
C,2025-08-05,Tuesday,01:30,294.54
C,2025-08-05,Tuesday,02:00,301.31
C,2025-08-05,Tuesday,02:30,261.94
C,2025-08-05,Tuesday,03:00,275.18
C,2025-08-05,Tuesday,03:30,320.13
C,2025-08-05,Tuesday,04:00,320.13
C,2025-08-05,Tuesday,04:30,320.13
C,2025-08-05,Tuesday,05:00,320.13
C,2025-08-05,Tuesday,05:30,313.04
C,2025-08-05,Tuesday,06:00,252.58
C,2025-08-05,Tuesday,06:30,249.62
C,2025-08-05,Tuesday,07:00,268.93
C,2025-08-05,Tuesday,07:30,269.82
C,2025-08-05,Tuesday,08:00,295.48
C,2025-08-05,Tuesday,08:30,306.66
C,2025-08-05,Tuesday,09:00,313.68
C,2025-08-05,Tuesday,09:30,322.07
C,2025-08-05,Tuesday,10:00,324.25
C,2025-08-05,Tuesday,10:30,334.49
C,2025-08-05,Tuesday,11:00,337.72
C,2025-08-05,Tuesday,11:30,340.91
C,2025-08-05,Tuesday,12:00,339.68
C,2025-08-05,Tuesday,12:30,343.56
C,2025-08-05,Tuesday,13:00,342.33
C,2025-08-05,Tuesday,13:30,345.89
C,2025-08-05,Tuesday,14:00,346.11
C,2025-08-05,Tuesday,14:30,349.47
C,2025-08-05,Tuesday,15:00,348.91
C,2025-08-05,Tuesday,15:30,350.32
C,2025-08-05,Tuesday,16:00,350.71
C,2025-08-05,Tuesday,16:30,348.98
C,2025-08-05,Tuesday,17:00,351.38
C,2025-08-05,Tuesday,17:30,347.85
C,2025-08-05,Tuesday,18:00,346.54
C,2025-08-05,Tuesday,18:30,345.86
C,2025-08-05,Tuesday,19:00,348.27
C,2025-08-05,Tuesday,19:30,341.42
C,2025-08-05,Tuesday,20:00,347.46
C,2025-08-05,Tuesday,20:30,346.43
C,2025-08-05,Tuesday,21:00,339.77
C,2025-08-05,Tuesday,21:30,340.02
C,2025-08-05,Tuesday,22:00,336.03
C,2025-08-05,Tuesday,22:30,337.45
C,2025-08-05,Tuesday,23:00,327.47
C,2025-08-05,Tuesday,23:30,327.28
C,2025-08-06,Wednesday,00:00,337.57
C,2025-08-06,Wednesday,00:30,329.08
C,2025-08-06,Wednesday,01:00,335.99
C,2025-08-06,Wednesday,01:30,344.63
C,2025-08-06,Wednesday,02:00,297.28
C,2025-08-06,Wednesday,02:30,311.26
C,2025-08-06,Wednesday,03:00,352.18
C,2025-08-06,Wednesday,03:30,352.18
C,2025-08-06,Wednesday,04:00,352.18
C,2025-08-06,Wednesday,04:30,352.18
C,2025-08-06,Wednesday,05:00,352.18
C,2025-08-06,Wednesday,05:30,282.63
C,2025-08-06,Wednesday,06:00,276.1
C,2025-08-06,Wednesday,06:30,259.54
C,2025-08-06,Wednesday,07:00,280.55
C,2025-08-06,Wednesday,07:30,277.05
C,2025-08-06,Wednesday,08:00,290.96
C,2025-08-06,Wednesday,08:30,308.57
C,2025-08-06,Wednesday,09:00,317.17
C,2025-08-06,Wednesday,09:30,322.84
C,2025-08-06,Wednesday,10:00,321.54
C,2025-08-06,Wednesday,10:30,334.02
C,2025-08-06,Wednesday,11:00,336.53
C,2025-08-06,Wednesday,11:30,339.85
C,2025-08-06,Wednesday,12:00,339.18
C,2025-08-06,Wednesday,12:30,344.89
C,2025-08-06,Wednesday,13:00,342.87
C,2025-08-06,Wednesday,13:30,341.71
C,2025-08-06,Wednesday,14:00,343.2
C,2025-08-06,Wednesday,14:30,347.4
C,2025-08-06,Wednesday,15:00,348.27
C,2025-08-06,Wednesday,15:30,353.87
C,2025-08-06,Wednesday,16:00,351.06
C,2025-08-06,Wednesday,16:30,349.84
C,2025-08-06,Wednesday,17:00,350.11
C,2025-08-06,Wednesday,17:30,345.47
C,2025-08-06,Wednesday,18:00,355.27
C,2025-08-06,Wednesday,18:30,354.4
C,2025-08-06,Wednesday,19:00,350.57
C,2025-08-06,Wednesday,19:30,343.22
C,2025-08-06,Wednesday,20:00,346.25
C,2025-08-06,Wednesday,20:30,345.31
C,2025-08-06,Wednesday,21:00,345.85
C,2025-08-06,Wednesday,21:30,338.52
C,2025-08-06,Wednesday,22:00,343.66
C,2025-08-06,Wednesday,22:30,321.78
C,2025-08-06,Wednesday,23:00,329.04
C,2025-08-06,Wednesday,23:30,327.76
C,2025-08-07,Thursday,00:00,330.16
C,2025-08-07,Thursday,00:30,317.8
C,2025-08-07,Thursday,01:00,307.68
C,2025-08-07,Thursday,01:30,330.28
C,2025-08-07,Thursday,02:00,257.86
C,2025-08-07,Thursday,02:30,230.54
C,2025-08-07,Thursday,03:00,351.17
C,2025-08-07,Thursday,03:30,351.17
C,2025-08-07,Thursday,04:00,351.17
C,2025-08-07,Thursday,04:30,351.17
C,2025-08-07,Thursday,05:00,266.34
C,2025-08-07,Thursday,05:30,279.57
C,2025-08-07,Thursday,06:00,275.83
C,2025-08-07,Thursday,06:30,270.78
C,2025-08-07,Thursday,07:00,268.54
C,2025-08-07,Thursday,07:30,269.76
C,2025-08-07,Thursday,08:00,294.66
C,2025-08-07,Thursday,08:30,303.91
C,2025-08-07,Thursday,09:00,314.92
C,2025-08-07,Thursday,09:30,319.16
C,2025-08-07,Thursday,10:00,326.94
C,2025-08-07,Thursday,10:30,336.0
C,2025-08-07,Thursday,11:00,337.85
C,2025-08-07,Thursday,11:30,340.92
C,2025-08-07,Thursday,12:00,343.72
C,2025-08-07,Thursday,12:30,343.69
C,2025-08-07,Thursday,13:00,346.31
C,2025-08-07,Thursday,13:30,339.9
C,2025-08-07,Thursday,14:00,343.53
C,2025-08-07,Thursday,14:30,348.87
C,2025-08-07,Thursday,15:00,347.79
C,2025-08-07,Thursday,15:30,346.17
C,2025-08-07,Thursday,16:00,348.01
C,2025-08-07,Thursday,16:30,351.77
C,2025-08-07,Thursday,17:00,347.37
C,2025-08-07,Thursday,17:30,344.72
C,2025-08-07,Thursday,18:00,351.3
C,2025-08-07,Thursday,18:30,355.37
C,2025-08-07,Thursday,19:00,348.69
C,2025-08-07,Thursday,19:30,360.01
C,2025-08-07,Thursday,20:00,350.66
C,2025-08-07,Thursday,20:30,341.96
C,2025-08-07,Thursday,21:00,348.16
C,2025-08-07,Thursday,21:30,348.67
C,2025-08-07,Thursday,22:00,330.19
C,2025-08-07,Thursday,22:30,323.79
C,2025-08-07,Thursday,23:00,335.75
C,2025-08-07,Thursday,23:30,327.63
C,2025-08-08,Friday,00:00,347.62
C,2025-08-08,Friday,00:30,321.31
C,2025-08-08,Friday,01:00,331.26
C,2025-08-08,Friday,01:30,298.25
C,2025-08-08,Friday,02:00,330.14
C,2025-08-08,Friday,02:30,327.32
C,2025-08-08,Friday,03:00,349.81
C,2025-08-08,Friday,03:30,376.76
C,2025-08-08,Friday,04:00,349.81
C,2025-08-08,Friday,04:30,349.81
C,2025-08-08,Friday,05:00,305.6
C,2025-08-08,Friday,05:30,331.3
C,2025-08-08,Friday,06:00,280.66
C,2025-08-08,Friday,06:30,264.79
C,2025-08-08,Friday,07:00,271.36
C,2025-08-08,Friday,07:30,266.55
C,2025-08-08,Friday,08:00,285.92
C,2025-08-08,Friday,08:30,306.64
C,2025-08-08,Friday,09:00,312.53
C,2025-08-08,Friday,09:30,308.05
C,2025-08-08,Friday,10:00,324.25
C,2025-08-08,Friday,10:30,330.17
C,2025-08-08,Friday,11:00,335.01
C,2025-08-08,Friday,11:30,332.88
C,2025-08-08,Friday,12:00,336.22
C,2025-08-08,Friday,12:30,340.91
C,2025-08-08,Friday,13:00,345.98
C,2025-08-08,Friday,13:30,345.49
C,2025-08-08,Friday,14:00,346.05
C,2025-08-08,Friday,14:30,342.87
C,2025-08-08,Friday,15:00,345.83
C,2025-08-08,Friday,15:30,348.33
C,2025-08-08,Friday,16:00,347.37
C,2025-08-08,Friday,16:30,349.61
C,2025-08-08,Friday,17:00,344.63
C,2025-08-08,Friday,17:30,348.13
C,2025-08-08,Friday,18:00,348.91
C,2025-08-08,Friday,18:30,348.2
C,2025-08-08,Friday,19:00,339.96
C,2025-08-08,Friday,19:30,350.31
C,2025-08-08,Friday,20:00,340.77
C,2025-08-08,Friday,20:30,333.21
C,2025-08-08,Friday,21:00,340.9
C,2025-08-08,Friday,21:30,339.47
C,2025-08-08,Friday,22:00,340.89
C,2025-08-08,Friday,22:30,337.45
C,2025-08-08,Friday,23:00,320.07
C,2025-08-08,Friday,23:30,303.43
C,2025-08-09,Saturday,00:00,323.13
C,2025-08-09,Saturday,00:30,324.23
C,2025-08-09,Saturday,01:00,315.18
C,2025-08-09,Saturday,01:30,324.05
C,2025-08-09,Saturday,02:00,313.01
C,2025-08-09,Saturday,02:30,340.84
C,2025-08-09,Saturday,03:00,353.09
C,2025-08-09,Saturday,03:30,353.09
C,2025-08-09,Saturday,04:00,353.09
C,2025-08-09,Saturday,04:30,353.09
C,2025-08-09,Saturday,05:00,353.09
C,2025-08-09,Saturday,05:30,309.57
C,2025-08-09,Saturday,06:00,279.5
C,2025-08-09,Saturday,06:30,274.53
C,2025-08-09,Saturday,07:00,270.23
C,2025-08-09,Saturday,07:30,267.72
C,2025-08-09,Saturday,08:00,278.28
C,2025-08-09,Saturday,08:30,300.22
C,2025-08-09,Saturday,09:00,296.16
C,2025-08-09,Saturday,09:30,314.8
C,2025-08-09,Saturday,10:00,312.95
C,2025-08-09,Saturday,10:30,325.36
C,2025-08-09,Saturday,11:00,327.38
C,2025-08-09,Saturday,11:30,333.75
C,2025-08-09,Saturday,12:00,334.6
C,2025-08-09,Saturday,12:30,332.44
C,2025-08-09,Saturday,13:00,335.13
C,2025-08-09,Saturday,13:30,334.94
C,2025-08-09,Saturday,14:00,336.17
C,2025-08-09,Saturday,14:30,331.82
C,2025-08-09,Saturday,15:00,339.95
C,2025-08-09,Saturday,15:30,336.66
C,2025-08-09,Saturday,16:00,336.81
C,2025-08-09,Saturday,16:30,335.93
C,2025-08-09,Saturday,17:00,337.5
C,2025-08-09,Saturday,17:30,334.28
C,2025-08-09,Saturday,18:00,332.57
C,2025-08-09,Saturday,18:30,340.52
C,2025-08-09,Saturday,19:00,331.52
C,2025-08-09,Saturday,19:30,329.52
C,2025-08-09,Saturday,20:00,336.54
C,2025-08-09,Saturday,20:30,330.4
C,2025-08-09,Saturday,21:00,331.86
C,2025-08-09,Saturday,21:30,332.73
C,2025-08-09,Saturday,22:00,322.38
C,2025-08-09,Saturday,22:30,323.58
C,2025-08-09,Saturday,23:00,312.56
C,2025-08-09,Saturday,23:30,313.16
C,2025-08-10,Sunday,00:00,288.9
C,2025-08-10,Sunday,00:30,328.12
C,2025-08-10,Sunday,01:00,294.78
C,2025-08-10,Sunday,01:30,267.23
C,2025-08-10,Sunday,02:00,317.65
C,2025-08-10,Sunday,02:30,324.74
C,2025-08-10,Sunday,03:00,348.95
C,2025-08-10,Sunday,03:30,348.95
C,2025-08-10,Sunday,04:00,348.95
C,2025-08-10,Sunday,04:30,348.95
C,2025-08-10,Sunday,05:00,348.95
C,2025-08-10,Sunday,05:30,348.95
C,2025-08-10,Sunday,06:00,266.12
C,2025-08-10,Sunday,06:30,262.1
C,2025-08-10,Sunday,07:00,266.13
C,2025-08-10,Sunday,07:30,263.76
C,2025-08-10,Sunday,08:00,282.27
C,2025-08-10,Sunday,08:30,290.14
C,2025-08-10,Sunday,09:00,297.07
C,2025-08-10,Sunday,09:30,295.13
C,2025-08-10,Sunday,10:00,294.73
C,2025-08-10,Sunday,10:30,300.1
C,2025-08-10,Sunday,11:00,308.54
C,2025-08-10,Sunday,11:30,315.05
C,2025-08-10,Sunday,12:00,312.31
C,2025-08-10,Sunday,12:30,312.39
C,2025-08-10,Sunday,13:00,324.28
C,2025-08-10,Sunday,13:30,319.35
C,2025-08-10,Sunday,14:00,328.41
C,2025-08-10,Sunday,14:30,320.45
C,2025-08-10,Sunday,15:00,328.43
C,2025-08-10,Sunday,15:30,323.96
C,2025-08-10,Sunday,16:00,320.22
C,2025-08-10,Sunday,16:30,324.63
C,2025-08-10,Sunday,17:00,325.81
C,2025-08-10,Sunday,17:30,316.15
C,2025-08-10,Sunday,18:00,325.64
C,2025-08-10,Sunday,18:30,324.59
C,2025-08-10,Sunday,19:00,321.01
C,2025-08-10,Sunday,19:30,325.82
C,2025-08-10,Sunday,20:00,323.37
C,2025-08-10,Sunday,20:30,321.15
C,2025-08-10,Sunday,21:00,314.64
C,2025-08-10,Sunday,21:30,307.39
C,2025-08-10,Sunday,22:00,321.26
C,2025-08-10,Sunday,22:30,311.54
C,2025-08-10,Sunday,23:00,314.59
C,2025-08-10,Sunday,23:30,303.77
C,2025-08-11,Monday,00:00,316.01
C,2025-08-11,Monday,00:30,312.33
C,2025-08-11,Monday,01:00,314.96
C,2025-08-11,Monday,01:30,331.31
C,2025-08-11,Monday,02:00,280.01
C,2025-08-11,Monday,02:30,342.65
C,2025-08-11,Monday,03:00,342.65
C,2025-08-11,Monday,03:30,342.65
C,2025-08-11,Monday,04:00,342.65
C,2025-08-11,Monday,04:30,342.65
C,2025-08-11,Monday,05:00,342.65
C,2025-08-11,Monday,05:30,264.54
C,2025-08-11,Monday,06:00,257.59
C,2025-08-11,Monday,06:30,281.3
C,2025-08-11,Monday,07:00,256.8
C,2025-08-11,Monday,07:30,261.73
C,2025-08-11,Monday,08:00,291.47
C,2025-08-11,Monday,08:30,298.7
C,2025-08-11,Monday,09:00,314.02
C,2025-08-11,Monday,09:30,319.5
C,2025-08-11,Monday,10:00,326.53
C,2025-08-11,Monday,10:30,335.87
C,2025-08-11,Monday,11:00,345.89
C,2025-08-11,Monday,11:30,348.41
C,2025-08-11,Monday,12:00,347.14
C,2025-08-11,Monday,12:30,345.76
C,2025-08-11,Monday,13:00,351.54
C,2025-08-11,Monday,13:30,353.28
C,2025-08-11,Monday,14:00,354.79
C,2025-08-11,Monday,14:30,354.01
C,2025-08-11,Monday,15:00,353.98
C,2025-08-11,Monday,15:30,357.18
C,2025-08-11,Monday,16:00,352.9
C,2025-08-11,Monday,16:30,358.21
C,2025-08-11,Monday,17:00,348.06
C,2025-08-11,Monday,17:30,355.49
C,2025-08-11,Monday,18:00,355.27
C,2025-08-11,Monday,18:30,355.87
C,2025-08-11,Monday,19:00,359.19
C,2025-08-11,Monday,19:30,355.51
C,2025-08-11,Monday,20:00,360.37
C,2025-08-11,Monday,20:30,351.32
C,2025-08-11,Monday,21:00,353.72
C,2025-08-11,Monday,21:30,342.16
C,2025-08-11,Monday,22:00,339.63
C,2025-08-11,Monday,22:30,332.69
C,2025-08-11,Monday,23:00,322.28
C,2025-08-11,Monday,23:30,334.22
C,2025-08-12,Tuesday,00:00,328.63
C,2025-08-12,Tuesday,00:30,343.4
C,2025-08-12,Tuesday,01:00,345.82
C,2025-08-12,Tuesday,01:30,295.77
C,2025-08-12,Tuesday,02:00,302.53
C,2025-08-12,Tuesday,02:30,263.16
C,2025-08-12,Tuesday,03:00,332.36
C,2025-08-12,Tuesday,03:30,332.36
C,2025-08-12,Tuesday,04:00,332.36
C,2025-08-12,Tuesday,04:30,332.36
C,2025-08-12,Tuesday,05:00,332.36
C,2025-08-12,Tuesday,05:30,314.27
C,2025-08-12,Tuesday,06:00,253.8
C,2025-08-12,Tuesday,06:30,250.84
C,2025-08-12,Tuesday,07:00,270.15
C,2025-08-12,Tuesday,07:30,271.04
C,2025-08-12,Tuesday,08:00,296.71
C,2025-08-12,Tuesday,08:30,307.88
C,2025-08-12,Tuesday,09:00,314.91
C,2025-08-12,Tuesday,09:30,323.29
C,2025-08-12,Tuesday,10:00,325.47
C,2025-08-12,Tuesday,10:30,335.71
C,2025-08-12,Tuesday,11:00,338.94
C,2025-08-12,Tuesday,11:30,342.13
C,2025-08-12,Tuesday,12:00,340.9
C,2025-08-12,Tuesday,12:30,344.78
C,2025-08-12,Tuesday,13:00,343.56
C,2025-08-12,Tuesday,13:30,347.11
C,2025-08-12,Tuesday,14:00,347.34
C,2025-08-12,Tuesday,14:30,350.69
C,2025-08-12,Tuesday,15:00,350.13
C,2025-08-12,Tuesday,15:30,351.54
C,2025-08-12,Tuesday,16:00,351.93
C,2025-08-12,Tuesday,16:30,350.2
C,2025-08-12,Tuesday,17:00,352.6
C,2025-08-12,Tuesday,17:30,349.07
C,2025-08-12,Tuesday,18:00,347.76
C,2025-08-12,Tuesday,18:30,347.08
C,2025-08-12,Tuesday,19:00,349.5
C,2025-08-12,Tuesday,19:30,342.65
C,2025-08-12,Tuesday,20:00,348.68
C,2025-08-12,Tuesday,20:30,347.65
C,2025-08-12,Tuesday,21:00,341.0
C,2025-08-12,Tuesday,21:30,341.25
C,2025-08-12,Tuesday,22:00,337.25
C,2025-08-12,Tuesday,22:30,338.67
C,2025-08-12,Tuesday,23:00,328.69
C,2025-08-12,Tuesday,23:30,328.51
C,2025-08-13,Wednesday,00:00,336.87
C,2025-08-13,Wednesday,00:30,328.38
C,2025-08-13,Wednesday,01:00,335.29
C,2025-08-13,Wednesday,01:30,343.93
C,2025-08-13,Wednesday,02:00,296.58
C,2025-08-13,Wednesday,02:30,310.56
C,2025-08-13,Wednesday,03:00,345.17
C,2025-08-13,Wednesday,03:30,345.17
C,2025-08-13,Wednesday,04:00,345.17
C,2025-08-13,Wednesday,04:30,345.17
C,2025-08-13,Wednesday,05:00,345.17
C,2025-08-13,Wednesday,05:30,281.93
C,2025-08-13,Wednesday,06:00,275.4
C,2025-08-13,Wednesday,06:30,258.84
C,2025-08-13,Wednesday,07:00,279.85
C,2025-08-13,Wednesday,07:30,276.35
C,2025-08-13,Wednesday,08:00,290.26
C,2025-08-13,Wednesday,08:30,307.87
C,2025-08-13,Wednesday,09:00,316.47
C,2025-08-13,Wednesday,09:30,322.14
C,2025-08-13,Wednesday,10:00,320.84
C,2025-08-13,Wednesday,10:30,333.32
C,2025-08-13,Wednesday,11:00,335.83
C,2025-08-13,Wednesday,11:30,339.15
C,2025-08-13,Wednesday,12:00,338.48
C,2025-08-13,Wednesday,12:30,344.19
C,2025-08-13,Wednesday,13:00,342.17
C,2025-08-13,Wednesday,13:30,341.01
C,2025-08-13,Wednesday,14:00,342.5
C,2025-08-13,Wednesday,14:30,346.7
C,2025-08-13,Wednesday,15:00,347.56
C,2025-08-13,Wednesday,15:30,353.17
C,2025-08-13,Wednesday,16:00,350.36
C,2025-08-13,Wednesday,16:30,349.14
C,2025-08-13,Wednesday,17:00,349.41
C,2025-08-13,Wednesday,17:30,344.76
C,2025-08-13,Wednesday,18:00,354.56
C,2025-08-13,Wednesday,18:30,353.7
C,2025-08-13,Wednesday,19:00,349.87
C,2025-08-13,Wednesday,19:30,342.52
C,2025-08-13,Wednesday,20:00,345.55
C,2025-08-13,Wednesday,20:30,344.61
C,2025-08-13,Wednesday,21:00,345.15
C,2025-08-13,Wednesday,21:30,337.82
C,2025-08-13,Wednesday,22:00,342.96
C,2025-08-13,Wednesday,22:30,321.08
C,2025-08-13,Wednesday,23:00,328.34
C,2025-08-13,Wednesday,23:30,327.06
C,2025-08-14,Thursday,00:00,329.15
C,2025-08-14,Thursday,00:30,316.8
C,2025-08-14,Thursday,01:00,306.68
C,2025-08-14,Thursday,01:30,329.28
C,2025-08-14,Thursday,02:00,256.85
C,2025-08-14,Thursday,02:30,229.54
C,2025-08-14,Thursday,03:00,341.14
C,2025-08-14,Thursday,03:30,341.14
C,2025-08-14,Thursday,04:00,341.14
C,2025-08-14,Thursday,04:30,341.14
C,2025-08-14,Thursday,05:00,341.14
C,2025-08-14,Thursday,05:30,278.57
C,2025-08-14,Thursday,06:00,274.82
C,2025-08-14,Thursday,06:30,269.78
C,2025-08-14,Thursday,07:00,267.54
C,2025-08-14,Thursday,07:30,268.75
C,2025-08-14,Thursday,08:00,293.65
C,2025-08-14,Thursday,08:30,302.91
C,2025-08-14,Thursday,09:00,313.92
C,2025-08-14,Thursday,09:30,318.16
C,2025-08-14,Thursday,10:00,325.94
C,2025-08-14,Thursday,10:30,335.0
C,2025-08-14,Thursday,11:00,336.85
C,2025-08-14,Thursday,11:30,339.92
C,2025-08-14,Thursday,12:00,342.72
C,2025-08-14,Thursday,12:30,342.69
C,2025-08-14,Thursday,13:00,345.31
