group,Date,day_of_week,interval,interval_abd
B,2025-08-31,Sunday,06:00,0.0
B,2025-08-31,Sunday,06:30,0.0
B,2025-08-31,Sunday,07:00,0.0
B,2025-08-31,Sunday,07:30,0.051308
B,2025-08-31,Sunday,08:00,0.0
B,2025-08-31,Sunday,08:30,0.0
B,2025-08-31,Sunday,09:00,0.004622
B,2025-08-31,Sunday,09:30,0.0
B,2025-08-31,Sunday,10:00,0.002427
B,2025-08-31,Sunday,10:30,0.006818
B,2025-08-31,Sunday,11:00,0.00416
B,2025-08-31,Sunday,11:30,0.012249
B,2025-08-31,Sunday,12:00,0.008782
B,2025-08-31,Sunday,12:30,0.024614
B,2025-08-31,Sunday,13:00,0.010747
B,2025-08-31,Sunday,13:30,0.009476
B,2025-08-31,Sunday,14:00,0.014791
B,2025-08-31,Sunday,14:30,0.005085
B,2025-08-31,Sunday,15:00,0.0
B,2025-08-31,Sunday,15:30,0.0104
B,2025-08-31,Sunday,16:00,0.001502
B,2025-08-31,Sunday,16:30,0.003698
B,2025-08-31,Sunday,17:00,0.005316
B,2025-08-31,Sunday,17:30,0.005431
B,2025-08-31,Sunday,18:00,0.007858
B,2025-08-31,Sunday,18:30,0.007049
B,2025-08-31,Sunday,19:00,0.011902
B,2025-08-31,Sunday,19:30,0.006587
B,2025-08-31,Sunday,20:00,0.004276
B,2025-08-31,Sunday,20:30,0.004969
B,2025-08-31,Sunday,21:00,0.003698
B,2025-08-31,Sunday,21:30,0.009591
B,2025-08-31,Sunday,22:00,0.0
B,2025-08-31,Sunday,22:30,0.015023
B,2025-08-31,Sunday,23:00,0.0
B,2025-08-31,Sunday,23:30,0.0
C,2025-08-01,Friday,00:00,0.018278
C,2025-08-01,Friday,00:30,0.019029
C,2025-08-01,Friday,01:00,0.040062
C,2025-08-01,Friday,01:30,0.0
C,2025-08-01,Friday,02:00,0.033051
C,2025-08-01,Friday,02:30,0.315238
C,2025-08-01,Friday,03:00,0.214081
C,2025-08-01,Friday,03:30,0.0
C,2025-08-01,Friday,04:00,0.0
C,2025-08-01,Friday,04:30,0.036807
C,2025-08-01,Friday,05:00,0.0
C,2025-08-01,Friday,05:30,0.028544
C,2025-08-01,Friday,06:00,0.0
C,2025-08-01,Friday,06:30,0.086634
C,2025-08-01,Friday,07:00,0.033552
C,2025-08-01,Friday,07:30,0.070609
C,2025-08-01,Friday,08:00,0.029546
C,2025-08-01,Friday,08:30,0.014272
C,2025-08-01,Friday,09:00,0.003756
C,2025-08-01,Friday,09:30,0.007762
C,2025-08-01,Friday,10:00,0.010767
C,2025-08-01,Friday,10:30,0.028795
C,2025-08-01,Friday,11:00,0.012019
C,2025-08-01,Friday,11:30,0.01953
C,2025-08-01,Friday,12:00,0.036557
C,2025-08-01,Friday,12:30,0.038309
C,2025-08-01,Friday,13:00,0.033552
C,2025-08-01,Friday,13:30,0.063849
C,2025-08-01,Friday,14:00,0.061595
C,2025-08-01,Friday,14:30,0.083379
C,2025-08-01,Friday,15:00,0.02554
C,2025-08-01,Friday,15:30,0.039561
C,2025-08-01,Friday,16:00,0.026291
C,2025-08-01,Friday,16:30,0.003756
C,2025-08-01,Friday,17:00,0.01302
C,2025-08-01,Friday,17:30,0.044569
C,2025-08-01,Friday,18:00,0.065351
C,2025-08-01,Friday,18:30,0.014022
C,2025-08-01,Friday,19:00,0.056588
C,2025-08-01,Friday,19:30,0.105914
C,2025-08-01,Friday,20:00,0.159747
C,2025-08-01,Friday,20:30,0.077871
C,2025-08-01,Friday,21:00,0.023036
C,2025-08-01,Friday,21:30,0.05158
C,2025-08-01,Friday,22:00,0.02554
C,2025-08-01,Friday,22:30,0.004257
C,2025-08-01,Friday,23:00,0.010016
C,2025-08-01,Friday,23:30,0.0
C,2025-08-02,Saturday,00:00,0.040107
C,2025-08-02,Saturday,00:30,0.007777
C,2025-08-02,Saturday,01:00,0.039802
C,2025-08-02,Saturday,01:30,0.012352
C,2025-08-02,Saturday,02:00,0.0
C,2025-08-02,Saturday,02:30,0.0
C,2025-08-02,Saturday,03:00,0.0
C,2025-08-02,Saturday,03:30,0.0
C,2025-08-02,Saturday,04:00,0.027145
C,2025-08-02,Saturday,04:30,0.042395
C,2025-08-02,Saturday,05:00,0.0
C,2025-08-02,Saturday,05:30,0.0
C,2025-08-02,Saturday,06:00,0.0
C,2025-08-02,Saturday,06:30,0.021655
C,2025-08-02,Saturday,07:00,0.015555
C,2025-08-02,Saturday,07:30,0.003202
C,2025-08-02,Saturday,08:00,0.00671
C,2025-08-02,Saturday,08:30,0.01037
C,2025-08-02,Saturday,09:00,0.013725
C,2025-08-02,Saturday,09:30,0.04941
C,2025-08-02,Saturday,10:00,0.012047
C,2025-08-02,Saturday,10:30,0.0061
C,2025-08-02,Saturday,11:00,0.005642
C,2025-08-02,Saturday,11:30,0.025162
C,2025-08-02,Saturday,12:00,0.025772
C,2025-08-02,Saturday,12:30,0.026992
C,2025-08-02,Saturday,13:00,0.02501
C,2025-08-02,Saturday,13:30,0.05185
C,2025-08-02,Saturday,14:00,0.029127
C,2025-08-02,Saturday,14:30,0.01037
C,2025-08-02,Saturday,15:00,0.001372
C,2025-08-02,Saturday,15:30,0.003202
C,2025-08-02,Saturday,16:00,0.00061
C,2025-08-02,Saturday,16:30,0.000762
C,2025-08-02,Saturday,17:00,0.005642
C,2025-08-02,Saturday,17:30,0.0
C,2025-08-02,Saturday,18:00,0.00366
C,2025-08-02,Saturday,18:30,0.010065
C,2025-08-02,Saturday,19:00,0.022722
C,2025-08-02,Saturday,19:30,0.05246
C,2025-08-02,Saturday,20:00,0.018452
C,2025-08-02,Saturday,20:30,0.001677
C,2025-08-02,Saturday,21:00,0.003355
C,2025-08-02,Saturday,21:30,0.0
C,2025-08-02,Saturday,22:00,0.005947
C,2025-08-02,Saturday,22:30,0.0
C,2025-08-02,Saturday,23:00,0.004117
C,2025-08-02,Saturday,23:30,0.0
C,2025-08-03,Sunday,00:00,0.015731
C,2025-08-03,Sunday,00:30,0.012029
C,2025-08-03,Sunday,01:00,0.019564
C,2025-08-03,Sunday,01:30,0.0
C,2025-08-03,Sunday,02:00,0.017582
C,2025-08-03,Sunday,02:30,0.0
C,2025-08-03,Sunday,03:00,0.08262
C,2025-08-03,Sunday,03:30,0.0
C,2025-08-03,Sunday,04:00,0.0
C,2025-08-03,Sunday,04:30,0.0
C,2025-08-03,Sunday,05:00,0.0
C,2025-08-03,Sunday,05:30,0.0
C,2025-08-03,Sunday,06:00,0.0
C,2025-08-03,Sunday,06:30,0.065832
C,2025-08-03,Sunday,07:00,0.0
C,2025-08-03,Sunday,07:30,0.010575
C,2025-08-03,Sunday,08:00,0.0
C,2025-08-03,Sunday,08:30,0.0
C,2025-08-03,Sunday,09:00,0.001718
C,2025-08-03,Sunday,09:30,0.002115
C,2025-08-03,Sunday,10:00,0.004627
C,2025-08-03,Sunday,10:30,0.0
C,2025-08-03,Sunday,11:00,0.000793
C,2025-08-03,Sunday,11:30,0.0
C,2025-08-03,Sunday,12:00,0.0
C,2025-08-03,Sunday,12:30,0.006213
C,2025-08-03,Sunday,13:00,0.009782
C,2025-08-03,Sunday,13:30,0.019564
C,2025-08-03,Sunday,14:00,0.006874
C,2025-08-03,Sunday,14:30,0.001851
C,2025-08-03,Sunday,15:00,0.001322
C,2025-08-03,Sunday,15:30,0.00423
C,2025-08-03,Sunday,16:00,0.003305
C,2025-08-03,Sunday,16:30,0.006477
C,2025-08-03,Sunday,17:00,0.001322
C,2025-08-03,Sunday,17:30,0.000793
C,2025-08-03,Sunday,18:00,0.0
C,2025-08-03,Sunday,18:30,0.004098
C,2025-08-03,Sunday,19:00,0.001851
C,2025-08-03,Sunday,19:30,0.007403
C,2025-08-03,Sunday,20:00,0.002512
C,2025-08-03,Sunday,20:30,0.002644
C,2025-08-03,Sunday,21:00,0.001322
C,2025-08-03,Sunday,21:30,0.003701
C,2025-08-03,Sunday,22:00,0.0
C,2025-08-03,Sunday,22:30,0.013219
C,2025-08-03,Sunday,23:00,0.00542
C,2025-08-03,Sunday,23:30,0.003701
C,2025-08-04,Monday,00:00,0.006621
C,2025-08-04,Monday,00:30,0.0
C,2025-08-04,Monday,01:00,0.014965
C,2025-08-04,Monday,01:30,0.021851
C,2025-08-04,Monday,02:00,0.0
C,2025-08-04,Monday,02:30,0.044496
C,2025-08-04,Monday,03:00,0.119054
C,2025-08-04,Monday,03:30,0.0
C,2025-08-04,Monday,04:00,0.0
C,2025-08-04,Monday,04:30,0.0
C,2025-08-04,Monday,05:00,0.0
C,2025-08-04,Monday,05:30,0.073631
C,2025-08-04,Monday,06:00,0.0
C,2025-08-04,Monday,06:30,0.012448
C,2025-08-04,Monday,07:00,0.0
C,2025-08-04,Monday,07:30,0.011919
C,2025-08-04,Monday,08:00,0.001854
C,2025-08-04,Monday,08:30,0.001457
C,2025-08-04,Monday,09:00,0.002913
C,2025-08-04,Monday,09:30,0.011389
C,2025-08-04,Monday,10:00,0.006357
C,2025-08-04,Monday,10:30,0.014567
C,2025-08-04,Monday,11:00,0.0049
C,2025-08-04,Monday,11:30,0.016421
C,2025-08-04,Monday,12:00,0.018673
C,2025-08-04,Monday,12:30,0.021586
C,2025-08-04,Monday,13:00,0.006357
C,2025-08-04,Monday,13:30,0.020659
C,2025-08-04,Monday,14:00,0.012051
C,2025-08-04,Monday,14:30,0.039332
C,2025-08-04,Monday,15:00,0.015494
C,2025-08-04,Monday,15:30,0.004767
C,2025-08-04,Monday,16:00,0.003576
C,2025-08-04,Monday,16:30,0.006621
C,2025-08-04,Monday,17:00,0.006224
C,2025-08-04,Monday,17:30,0.008475
C,2025-08-04,Monday,18:00,0.020129
C,2025-08-04,Monday,18:30,0.005827
C,2025-08-04,Monday,19:00,0.012713
C,2025-08-04,Monday,19:30,0.023043
C,2025-08-04,Monday,20:00,0.011654
C,2025-08-04,Monday,20:30,0.003178
C,2025-08-04,Monday,21:00,0.002119
C,2025-08-04,Monday,21:30,0.000927
C,2025-08-04,Monday,22:00,0.003046
C,2025-08-04,Monday,22:30,0.004105
C,2025-08-04,Monday,23:00,0.001589
C,2025-08-04,Monday,23:30,0.002119
C,2025-08-05,Tuesday,00:00,0.0
C,2025-08-05,Tuesday,00:30,0.0
C,2025-08-05,Tuesday,01:00,0.0
C,2025-08-05,Tuesday,01:30,0.009954
C,2025-08-05,Tuesday,02:00,0.0
C,2025-08-05,Tuesday,02:30,0.0
C,2025-08-05,Tuesday,03:00,0.066393
C,2025-08-05,Tuesday,03:30,0.0
C,2025-08-05,Tuesday,04:00,0.0
C,2025-08-05,Tuesday,04:30,0.0
C,2025-08-05,Tuesday,05:00,0.0
C,2025-08-05,Tuesday,05:30,0.0
C,2025-08-05,Tuesday,06:00,0.015528
C,2025-08-05,Tuesday,06:30,0.025084
C,2025-08-05,Tuesday,07:00,0.002887
C,2025-08-05,Tuesday,07:30,0.020505
C,2025-08-05,Tuesday,08:00,0.005176
C,2025-08-05,Tuesday,08:30,0.001493
C,2025-08-05,Tuesday,09:00,0.00209
C,2025-08-05,Tuesday,09:30,0.004678
C,2025-08-05,Tuesday,10:00,0.002289
C,2025-08-05,Tuesday,10:30,0.012044
C,2025-08-05,Tuesday,11:00,0.003882
C,2025-08-05,Tuesday,11:30,0.005176
C,2025-08-05,Tuesday,12:00,0.004678
C,2025-08-05,Tuesday,12:30,0.010551
C,2025-08-05,Tuesday,13:00,0.002588
C,2025-08-05,Tuesday,13:30,0.001792
C,2025-08-05,Tuesday,14:00,0.00438
C,2025-08-05,Tuesday,14:30,0.005076
C,2025-08-05,Tuesday,15:00,0.007465
C,2025-08-05,Tuesday,15:30,0.003683
C,2025-08-05,Tuesday,16:00,0.001095
C,2025-08-05,Tuesday,16:30,0.004579
C,2025-08-05,Tuesday,17:00,0.002389
C,2025-08-05,Tuesday,17:30,0.002289
C,2025-08-05,Tuesday,18:00,0.005176
C,2025-08-05,Tuesday,18:30,0.011148
C,2025-08-05,Tuesday,19:00,0.012343
C,2025-08-05,Tuesday,19:30,0.007167
C,2025-08-05,Tuesday,20:00,0.008361
C,2025-08-05,Tuesday,20:30,0.007565
C,2025-08-05,Tuesday,21:00,0.0
C,2025-08-05,Tuesday,21:30,0.0
C,2025-08-05,Tuesday,22:00,0.005076
C,2025-08-05,Tuesday,22:30,0.0
C,2025-08-05,Tuesday,23:00,0.0
C,2025-08-05,Tuesday,23:30,0.00219
C,2025-08-06,Wednesday,00:00,0.004365
C,2025-08-06,Wednesday,00:30,0.0
C,2025-08-06,Wednesday,01:00,0.0
C,2025-08-06,Wednesday,01:30,0.011426
C,2025-08-06,Wednesday,02:00,0.057774
C,2025-08-06,Wednesday,02:30,0.0
C,2025-08-06,Wednesday,03:00,0.030556
C,2025-08-06,Wednesday,03:30,0.02465
C,2025-08-06,Wednesday,04:00,0.0
C,2025-08-06,Wednesday,04:30,0.0
C,2025-08-06,Wednesday,05:00,0.0
C,2025-08-06,Wednesday,05:30,0.0
C,2025-08-06,Wednesday,06:00,0.0
C,2025-08-06,Wednesday,06:30,0.004494
C,2025-08-06,Wednesday,07:00,0.0
C,2025-08-06,Wednesday,07:30,0.009244
C,2025-08-06,Wednesday,08:00,0.0
C,2025-08-06,Wednesday,08:30,0.0
C,2025-08-06,Wednesday,09:00,0.005392
C,2025-08-06,Wednesday,09:30,0.004622
C,2025-08-06,Wednesday,10:00,0.002183
C,2025-08-06,Wednesday,10:30,0.005521
C,2025-08-06,Wednesday,11:00,0.01117
C,2025-08-06,Wednesday,11:30,0.017589
C,2025-08-06,Wednesday,12:00,0.001027
C,2025-08-06,Wednesday,12:30,0.026191
C,2025-08-06,Wednesday,13:00,0.004237
C,2025-08-06,Wednesday,13:30,0.002439
C,2025-08-06,Wednesday,14:00,0.00398
C,2025-08-06,Wednesday,14:30,0.008859
C,2025-08-06,Wednesday,15:00,0.003081
C,2025-08-06,Wednesday,15:30,0.018103
C,2025-08-06,Wednesday,16:00,0.002439
C,2025-08-06,Wednesday,16:30,0.005649
C,2025-08-06,Wednesday,17:00,0.002311
C,2025-08-06,Wednesday,17:30,0.00398
C,2025-08-06,Wednesday,18:00,0.009244
C,2025-08-06,Wednesday,18:30,0.003852
C,2025-08-06,Wednesday,19:00,0.021697
C,2025-08-06,Wednesday,19:30,0.036334
C,2025-08-06,Wednesday,20:00,0.00719
C,2025-08-06,Wednesday,20:30,0.003466
C,2025-08-06,Wednesday,21:00,0.002054
C,2025-08-06,Wednesday,21:30,0.001155
C,2025-08-06,Wednesday,22:00,0.001412
C,2025-08-06,Wednesday,22:30,0.0
C,2025-08-06,Wednesday,23:00,0.0
C,2025-08-06,Wednesday,23:30,0.003338
C,2025-08-07,Thursday,00:00,0.004324
C,2025-08-07,Thursday,00:30,0.0
C,2025-08-07,Thursday,01:00,0.008524
C,2025-08-07,Thursday,01:30,0.0
C,2025-08-07,Thursday,02:00,0.032182
C,2025-08-07,Thursday,02:30,0.0
C,2025-08-07,Thursday,03:00,0.0
C,2025-08-07,Thursday,03:30,0.0
C,2025-08-07,Thursday,04:00,0.0
C,2025-08-07,Thursday,04:30,0.019272
C,2025-08-07,Thursday,05:00,0.0
C,2025-08-07,Thursday,05:30,0.0
C,2025-08-07,Thursday,06:00,0.0
C,2025-08-07,Thursday,06:30,0.009327
C,2025-08-07,Thursday,07:00,0.003336
C,2025-08-07,Thursday,07:30,0.001915
C,2025-08-07,Thursday,08:00,0.0
C,2025-08-07,Thursday,08:30,0.000865
C,2025-08-07,Thursday,09:00,0.000309
C,2025-08-07,Thursday,09:30,0.001977
C,2025-08-07,Thursday,10:00,0.002841
C,2025-08-07,Thursday,10:30,0.004571
C,2025-08-07,Thursday,11:00,0.001668
C,2025-08-07,Thursday,11:30,0.00173
C,2025-08-07,Thursday,12:00,0.001606
C,2025-08-07,Thursday,12:30,0.012786
C,2025-08-07,Thursday,13:00,0.002347
C,2025-08-07,Thursday,13:30,0.000865
C,2025-08-07,Thursday,14:00,0.001421
C,2025-08-07,Thursday,14:30,0.009513
C,2025-08-07,Thursday,15:00,0.001791
C,2025-08-07,Thursday,15:30,0.003583
C,2025-08-07,Thursday,16:00,0.001297
C,2025-08-07,Thursday,16:30,0.001606
C,2025-08-07,Thursday,17:00,0.005127
C,2025-08-07,Thursday,17:30,0.006671
C,2025-08-07,Thursday,18:00,0.013157
C,2025-08-07,Thursday,18:30,0.009574
C,2025-08-07,Thursday,19:00,0.002965
C,2025-08-07,Thursday,19:30,0.005868
C,2025-08-07,Thursday,20:00,0.005745
C,2025-08-07,Thursday,20:30,0.002224
C,2025-08-07,Thursday,21:00,0.0
C,2025-08-07,Thursday,21:30,0.000618
C,2025-08-07,Thursday,22:00,0.009266
C,2025-08-07,Thursday,22:30,0.003644
C,2025-08-07,Thursday,23:00,0.0
C,2025-08-07,Thursday,23:30,0.0
C,2025-08-08,Friday,00:00,0.006112
C,2025-08-08,Friday,00:30,0.006363
C,2025-08-08,Friday,01:00,0.013395
C,2025-08-08,Friday,01:30,0.0
C,2025-08-08,Friday,02:00,0.011051
C,2025-08-08,Friday,02:30,0.105405
C,2025-08-08,Friday,03:00,0.071581
C,2025-08-08,Friday,03:30,0.0
C,2025-08-08,Friday,04:00,0.0
C,2025-08-08,Friday,04:30,0.012307
C,2025-08-08,Friday,05:00,0.0
C,2025-08-08,Friday,05:30,0.009544
C,2025-08-08,Friday,06:00,0.0
C,2025-08-08,Friday,06:30,0.028967
C,2025-08-08,Friday,07:00,0.011219
C,2025-08-08,Friday,07:30,0.023609
C,2025-08-08,Friday,08:00,0.009879
C,2025-08-08,Friday,08:30,0.004772
C,2025-08-08,Friday,09:00,0.001256
C,2025-08-08,Friday,09:30,0.002595
C,2025-08-08,Friday,10:00,0.0036
C,2025-08-08,Friday,10:30,0.009628
C,2025-08-08,Friday,11:00,0.004019
C,2025-08-08,Friday,11:30,0.00653
C,2025-08-08,Friday,12:00,0.012223
C,2025-08-08,Friday,12:30,0.012809
C,2025-08-08,Friday,13:00,0.011219
C,2025-08-08,Friday,13:30,0.021349
C,2025-08-08,Friday,14:00,0.020595
C,2025-08-08,Friday,14:30,0.027879
C,2025-08-08,Friday,15:00,0.00854
C,2025-08-08,Friday,15:30,0.013228
C,2025-08-08,Friday,16:00,0.008791
C,2025-08-08,Friday,16:30,0.001256
C,2025-08-08,Friday,17:00,0.004353
C,2025-08-08,Friday,17:30,0.014902
C,2025-08-08,Friday,18:00,0.021851
C,2025-08-08,Friday,18:30,0.004688
C,2025-08-08,Friday,19:00,0.018921
C,2025-08-08,Friday,19:30,0.035414
C,2025-08-08,Friday,20:00,0.053414
C,2025-08-08,Friday,20:30,0.026037
C,2025-08-08,Friday,21:00,0.007702
C,2025-08-08,Friday,21:30,0.017247
C,2025-08-08,Friday,22:00,0.00854
C,2025-08-08,Friday,22:30,0.001423
C,2025-08-08,Friday,23:00,0.003349
C,2025-08-08,Friday,23:30,0.0
C,2025-08-09,Saturday,00:00,0.031231
C,2025-08-09,Saturday,00:30,0.006056
C,2025-08-09,Saturday,01:00,0.030994
C,2025-08-09,Saturday,01:30,0.009619
C,2025-08-09,Saturday,02:00,0.0
C,2025-08-09,Saturday,02:30,0.0
C,2025-08-09,Saturday,03:00,0.0
C,2025-08-09,Saturday,03:30,0.0
C,2025-08-09,Saturday,04:00,0.021138
C,2025-08-09,Saturday,04:30,0.033013
C,2025-08-09,Saturday,05:00,0.0
C,2025-08-09,Saturday,05:30,0.0
C,2025-08-09,Saturday,06:00,0.0
C,2025-08-09,Saturday,06:30,0.016863
C,2025-08-09,Saturday,07:00,0.012113
C,2025-08-09,Saturday,07:30,0.002494
C,2025-08-09,Saturday,08:00,0.005225
C,2025-08-09,Saturday,08:30,0.008075
C,2025-08-09,Saturday,09:00,0.010688
C,2025-08-09,Saturday,09:30,0.038475
C,2025-08-09,Saturday,10:00,0.009381
C,2025-08-09,Saturday,10:30,0.00475
C,2025-08-09,Saturday,11:00,0.004394
C,2025-08-09,Saturday,11:30,0.019594
C,2025-08-09,Saturday,12:00,0.020069
C,2025-08-09,Saturday,12:30,0.021019
C,2025-08-09,Saturday,13:00,0.019475
C,2025-08-09,Saturday,13:30,0.040375
C,2025-08-09,Saturday,14:00,0.022681
C,2025-08-09,Saturday,14:30,0.008075
C,2025-08-09,Saturday,15:00,0.001069
C,2025-08-09,Saturday,15:30,0.002494
C,2025-08-09,Saturday,16:00,0.000475
C,2025-08-09,Saturday,16:30,0.000594
C,2025-08-09,Saturday,17:00,0.004394
C,2025-08-09,Saturday,17:30,0.0
C,2025-08-09,Saturday,18:00,0.00285
C,2025-08-09,Saturday,18:30,0.007838
C,2025-08-09,Saturday,19:00,0.017694
C,2025-08-09,Saturday,19:30,0.04085
C,2025-08-09,Saturday,20:00,0.014369
C,2025-08-09,Saturday,20:30,0.001306
C,2025-08-09,Saturday,21:00,0.002613
C,2025-08-09,Saturday,21:30,0.0
C,2025-08-09,Saturday,22:00,0.004631
C,2025-08-09,Saturday,22:30,0.0
C,2025-08-09,Saturday,23:00,0.003206
C,2025-08-09,Saturday,23:30,0.0
C,2025-08-10,Sunday,00:00,0.013204
C,2025-08-10,Sunday,00:30,0.010097
C,2025-08-10,Sunday,01:00,0.016422
C,2025-08-10,Sunday,01:30,0.0
C,2025-08-10,Sunday,02:00,0.014758
C,2025-08-10,Sunday,02:30,0.0
C,2025-08-10,Sunday,03:00,0.069349
C,2025-08-10,Sunday,03:30,0.0
C,2025-08-10,Sunday,04:00,0.0
C,2025-08-10,Sunday,04:30,0.0
C,2025-08-10,Sunday,05:00,0.0
C,2025-08-10,Sunday,05:30,0.0
C,2025-08-10,Sunday,06:00,0.0
C,2025-08-10,Sunday,06:30,0.055258
C,2025-08-10,Sunday,07:00,0.0
C,2025-08-10,Sunday,07:30,0.008877
C,2025-08-10,Sunday,08:00,0.0
C,2025-08-10,Sunday,08:30,0.0
C,2025-08-10,Sunday,09:00,0.001442
C,2025-08-10,Sunday,09:30,0.001775
C,2025-08-10,Sunday,10:00,0.003884
C,2025-08-10,Sunday,10:30,0.0
C,2025-08-10,Sunday,11:00,0.000666
C,2025-08-10,Sunday,11:30,0.0
C,2025-08-10,Sunday,12:00,0.0
C,2025-08-10,Sunday,12:30,0.005215
C,2025-08-10,Sunday,13:00,0.008211
C,2025-08-10,Sunday,13:30,0.016422
C,2025-08-10,Sunday,14:00,0.00577
C,2025-08-10,Sunday,14:30,0.001553
C,2025-08-10,Sunday,15:00,0.00111
C,2025-08-10,Sunday,15:30,0.003551
C,2025-08-10,Sunday,16:00,0.002774
C,2025-08-10,Sunday,16:30,0.005437
C,2025-08-10,Sunday,17:00,0.00111
C,2025-08-10,Sunday,17:30,0.000666
C,2025-08-10,Sunday,18:00,0.0
C,2025-08-10,Sunday,18:30,0.00344
C,2025-08-10,Sunday,19:00,0.001553
C,2025-08-10,Sunday,19:30,0.006214
C,2025-08-10,Sunday,20:00,0.002108
C,2025-08-10,Sunday,20:30,0.002219
C,2025-08-10,Sunday,21:00,0.00111
C,2025-08-10,Sunday,21:30,0.003107
C,2025-08-10,Sunday,22:00,0.0
C,2025-08-10,Sunday,22:30,0.011096
C,2025-08-10,Sunday,23:00,0.004549
C,2025-08-10,Sunday,23:30,0.003107
C,2025-08-11,Monday,00:00,0.004979
C,2025-08-11,Monday,00:30,0.0
C,2025-08-11,Monday,01:00,0.011253
C,2025-08-11,Monday,01:30,0.016431
C,2025-08-11,Monday,02:00,0.0
C,2025-08-11,Monday,02:30,0.03346
C,2025-08-11,Monday,03:00,0.089525
C,2025-08-11,Monday,03:30,0.0
C,2025-08-11,Monday,04:00,0.0
C,2025-08-11,Monday,04:30,0.0
C,2025-08-11,Monday,05:00,0.0
C,2025-08-11,Monday,05:30,0.055368
C,2025-08-11,Monday,06:00,0.0
C,2025-08-11,Monday,06:30,0.009361
C,2025-08-11,Monday,07:00,0.0
C,2025-08-11,Monday,07:30,0.008962
C,2025-08-11,Monday,08:00,0.001394
C,2025-08-11,Monday,08:30,0.001095
C,2025-08-11,Monday,09:00,0.002191
C,2025-08-11,Monday,09:30,0.008564
C,2025-08-11,Monday,10:00,0.00478
C,2025-08-11,Monday,10:30,0.010954
C,2025-08-11,Monday,11:00,0.003685
C,2025-08-11,Monday,11:30,0.012348
C,2025-08-11,Monday,12:00,0.014041
C,2025-08-11,Monday,12:30,0.016232
C,2025-08-11,Monday,13:00,0.00478
C,2025-08-11,Monday,13:30,0.015535
C,2025-08-11,Monday,14:00,0.009062
C,2025-08-11,Monday,14:30,0.029576
C,2025-08-11,Monday,15:00,0.011651
C,2025-08-11,Monday,15:30,0.003585
C,2025-08-11,Monday,16:00,0.002689
C,2025-08-11,Monday,16:30,0.004979
C,2025-08-11,Monday,17:00,0.00468
C,2025-08-11,Monday,17:30,0.006373
C,2025-08-11,Monday,18:00,0.015137
C,2025-08-11,Monday,18:30,0.004382
C,2025-08-11,Monday,19:00,0.00956
C,2025-08-11,Monday,19:30,0.017327
C,2025-08-11,Monday,20:00,0.008763
C,2025-08-11,Monday,20:30,0.00239
C,2025-08-11,Monday,21:00,0.001593
C,2025-08-11,Monday,21:30,0.000697
C,2025-08-11,Monday,22:00,0.00229
C,2025-08-11,Monday,22:30,0.003087
C,2025-08-11,Monday,23:00,0.001195
C,2025-08-11,Monday,23:30,0.001593
C,2025-08-12,Tuesday,00:00,0.0
C,2025-08-12,Tuesday,00:30,0.0
C,2025-08-12,Tuesday,01:00,0.0
C,2025-08-12,Tuesday,01:30,0.054009
C,2025-08-12,Tuesday,02:00,0.0
C,2025-08-12,Tuesday,02:30,0.0
C,2025-08-12,Tuesday,03:00,0.360241
C,2025-08-12,Tuesday,03:30,0.0
C,2025-08-12,Tuesday,04:00,0.0
C,2025-08-12,Tuesday,04:30,0.0
C,2025-08-12,Tuesday,05:00,0.0
C,2025-08-12,Tuesday,05:30,0.0
C,2025-08-12,Tuesday,06:00,0.084254
C,2025-08-12,Tuesday,06:30,0.136103
C,2025-08-12,Tuesday,07:00,0.015663
C,2025-08-12,Tuesday,07:30,0.111259
C,2025-08-12,Tuesday,08:00,0.028085
C,2025-08-12,Tuesday,08:30,0.008101
C,2025-08-12,Tuesday,09:00,0.011342
C,2025-08-12,Tuesday,09:30,0.025384
C,2025-08-12,Tuesday,10:00,0.012422
C,2025-08-12,Tuesday,10:30,0.065351
C,2025-08-12,Tuesday,11:00,0.021064
C,2025-08-12,Tuesday,11:30,0.028085
C,2025-08-12,Tuesday,12:00,0.025384
C,2025-08-12,Tuesday,12:30,0.05725
C,2025-08-12,Tuesday,13:00,0.014042
C,2025-08-12,Tuesday,13:30,0.009722
C,2025-08-12,Tuesday,14:00,0.023764
C,2025-08-12,Tuesday,14:30,0.027545
C,2025-08-12,Tuesday,15:00,0.040507
C,2025-08-12,Tuesday,15:30,0.019983
C,2025-08-12,Tuesday,16:00,0.005941
C,2025-08-12,Tuesday,16:30,0.024844
C,2025-08-12,Tuesday,17:00,0.012962
C,2025-08-12,Tuesday,17:30,0.012422
C,2025-08-12,Tuesday,18:00,0.028085
C,2025-08-12,Tuesday,18:30,0.06049
C,2025-08-12,Tuesday,19:00,0.066971
C,2025-08-12,Tuesday,19:30,0.038887
C,2025-08-12,Tuesday,20:00,0.045368
C,2025-08-12,Tuesday,20:30,0.041047
C,2025-08-12,Tuesday,21:00,0.0
C,2025-08-12,Tuesday,21:30,0.0
C,2025-08-12,Tuesday,22:00,0.027545
C,2025-08-12,Tuesday,22:30,0.0
C,2025-08-12,Tuesday,23:00,0.0
C,2025-08-12,Tuesday,23:30,0.011882
C,2025-08-13,Wednesday,00:00,0.000812
C,2025-08-13,Wednesday,00:30,0.0
C,2025-08-13,Wednesday,01:00,0.0
C,2025-08-13,Wednesday,01:30,0.002125
