group,Date,day_of_week,interval,interval_cv
C,2025-08-01,Friday,10:30,996
C,2025-08-01,Friday,11:00,1057
C,2025-08-01,Friday,11:30,1105
C,2025-08-01,Friday,12:00,1134
C,2025-08-01,Friday,12:30,1129
C,2025-08-01,Friday,13:00,1103
C,2025-08-01,Friday,13:30,1104
C,2025-08-01,Friday,14:00,1142
C,2025-08-01,Friday,14:30,1124
C,2025-08-01,Friday,15:00,1112
C,2025-08-01,Friday,15:30,1104
C,2025-08-01,Friday,16:00,1096
C,2025-08-01,Friday,16:30,1044
C,2025-08-01,Friday,17:00,979
C,2025-08-01,Friday,17:30,904
C,2025-08-01,Friday,18:00,799
C,2025-08-01,Friday,18:30,727
C,2025-08-01,Friday,19:00,637
C,2025-08-01,Friday,19:30,561
C,2025-08-01,Friday,20:00,475
C,2025-08-01,Friday,20:30,411
C,2025-08-01,Friday,21:00,337
C,2025-08-01,Friday,21:30,275
C,2025-08-01,Friday,22:00,226
C,2025-08-01,Friday,22:30,176
C,2025-08-01,Friday,23:00,133
C,2025-08-01,Friday,23:30,106
C,2025-08-02,Saturday,00:00,74
C,2025-08-02,Saturday,00:30,57
C,2025-08-02,Saturday,01:00,41
C,2025-08-02,Saturday,01:30,35
C,2025-08-02,Saturday,02:00,22
C,2025-08-02,Saturday,02:30,16
C,2025-08-02,Saturday,03:00,13
C,2025-08-02,Saturday,03:30,14
C,2025-08-02,Saturday,04:00,11
C,2025-08-02,Saturday,04:30,12
C,2025-08-02,Saturday,05:00,12
C,2025-08-02,Saturday,05:30,15
C,2025-08-02,Saturday,06:00,20
C,2025-08-02,Saturday,06:30,37
C,2025-08-02,Saturday,07:00,66
C,2025-08-02,Saturday,07:30,107
C,2025-08-02,Saturday,08:00,188
C,2025-08-02,Saturday,08:30,271
C,2025-08-02,Saturday,09:00,378
C,2025-08-02,Saturday,09:30,454
C,2025-08-02,Saturday,10:00,570
C,2025-08-02,Saturday,10:30,640
C,2025-08-02,Saturday,11:00,693
C,2025-08-02,Saturday,11:30,705
C,2025-08-02,Saturday,12:00,718
C,2025-08-02,Saturday,12:30,729
C,2025-08-02,Saturday,13:00,714
C,2025-08-02,Saturday,13:30,716
C,2025-08-02,Saturday,14:00,713
C,2025-08-02,Saturday,14:30,706
C,2025-08-02,Saturday,15:00,671
C,2025-08-02,Saturday,15:30,650
C,2025-08-02,Saturday,16:00,627
C,2025-08-02,Saturday,16:30,581
C,2025-08-02,Saturday,17:00,544
C,2025-08-02,Saturday,17:30,525
C,2025-08-02,Saturday,18:00,498
C,2025-08-02,Saturday,18:30,452
C,2025-08-02,Saturday,19:00,408
C,2025-08-02,Saturday,19:30,363
C,2025-08-02,Saturday,20:00,327
C,2025-08-02,Saturday,20:30,277
C,2025-08-02,Saturday,21:00,232
C,2025-08-02,Saturday,21:30,187
C,2025-08-02,Saturday,22:00,157
C,2025-08-02,Saturday,22:30,133
C,2025-08-02,Saturday,23:00,99
C,2025-08-02,Saturday,23:30,87
C,2025-08-03,Sunday,00:00,56
C,2025-08-03,Sunday,00:30,42
C,2025-08-03,Sunday,01:00,32
C,2025-08-03,Sunday,01:30,26
C,2025-08-03,Sunday,02:00,21
C,2025-08-03,Sunday,02:30,15
C,2025-08-03,Sunday,03:00,14
C,2025-08-03,Sunday,03:30,8
C,2025-08-03,Sunday,04:00,10
C,2025-08-03,Sunday,04:30,8
C,2025-08-03,Sunday,05:00,11
C,2025-08-03,Sunday,05:30,10
C,2025-08-03,Sunday,06:00,17
C,2025-08-03,Sunday,06:30,26
C,2025-08-03,Sunday,07:00,39
C,2025-08-03,Sunday,07:30,64
C,2025-08-03,Sunday,08:00,104
C,2025-08-03,Sunday,08:30,146
C,2025-08-03,Sunday,09:00,192
C,2025-08-03,Sunday,09:30,247
C,2025-08-03,Sunday,10:00,303
C,2025-08-03,Sunday,10:30,355
C,2025-08-03,Sunday,11:00,380
C,2025-08-03,Sunday,11:30,423
C,2025-08-03,Sunday,12:00,459
C,2025-08-03,Sunday,12:30,456
C,2025-08-03,Sunday,13:00,479
C,2025-08-03,Sunday,13:30,475
C,2025-08-03,Sunday,14:00,477
C,2025-08-03,Sunday,14:30,472
C,2025-08-03,Sunday,15:00,470
C,2025-08-03,Sunday,15:30,456
C,2025-08-03,Sunday,16:00,455
C,2025-08-03,Sunday,16:30,447
C,2025-08-03,Sunday,17:00,417
C,2025-08-03,Sunday,17:30,391
C,2025-08-03,Sunday,18:00,348
C,2025-08-03,Sunday,18:30,328
C,2025-08-03,Sunday,19:00,292
C,2025-08-03,Sunday,19:30,267
C,2025-08-03,Sunday,20:00,241
C,2025-08-03,Sunday,20:30,220
C,2025-08-03,Sunday,21:00,192
C,2025-08-03,Sunday,21:30,163
C,2025-08-03,Sunday,22:00,142
C,2025-08-03,Sunday,22:30,125
C,2025-08-03,Sunday,23:00,98
C,2025-08-03,Sunday,23:30,84
C,2025-08-04,Monday,00:00,56
C,2025-08-04,Monday,00:30,44
C,2025-08-04,Monday,01:00,33
C,2025-08-04,Monday,01:30,23
C,2025-08-04,Monday,02:00,15
C,2025-08-04,Monday,02:30,14
C,2025-08-04,Monday,03:00,12
C,2025-08-04,Monday,03:30,9
C,2025-08-04,Monday,04:00,10
C,2025-08-04,Monday,04:30,9
C,2025-08-04,Monday,05:00,11
C,2025-08-04,Monday,05:30,15
C,2025-08-04,Monday,06:00,26
C,2025-08-04,Monday,06:30,43
C,2025-08-04,Monday,07:00,80
C,2025-08-04,Monday,07:30,132
C,2025-08-04,Monday,08:00,265
C,2025-08-04,Monday,08:30,419
C,2025-08-04,Monday,09:00,599
C,2025-08-04,Monday,09:30,777
C,2025-08-04,Monday,10:00,926
C,2025-08-04,Monday,10:30,1027
C,2025-08-04,Monday,11:00,1116
C,2025-08-04,Monday,11:30,1136
C,2025-08-04,Monday,12:00,1175
C,2025-08-04,Monday,12:30,1178
C,2025-08-04,Monday,13:00,1162
C,2025-08-04,Monday,13:30,1155
C,2025-08-04,Monday,14:00,1186
C,2025-08-04,Monday,14:30,1191
C,2025-08-04,Monday,15:00,1206
C,2025-08-04,Monday,15:30,1183
C,2025-08-04,Monday,16:00,1195
C,2025-08-04,Monday,16:30,1151
C,2025-08-04,Monday,17:00,1093
C,2025-08-04,Monday,17:30,1001
C,2025-08-04,Monday,18:00,936
C,2025-08-04,Monday,18:30,823
C,2025-08-04,Monday,19:00,721
C,2025-08-04,Monday,19:30,656
C,2025-08-04,Monday,20:00,572
C,2025-08-04,Monday,20:30,476
C,2025-08-04,Monday,21:00,395
C,2025-08-04,Monday,21:30,341
C,2025-08-04,Monday,22:00,262
C,2025-08-04,Monday,22:30,206
C,2025-08-04,Monday,23:00,160
C,2025-08-04,Monday,23:30,120
C,2025-08-05,Tuesday,00:00,79
C,2025-08-05,Tuesday,00:30,57
C,2025-08-05,Tuesday,01:00,40
C,2025-08-05,Tuesday,01:30,29
C,2025-08-05,Tuesday,02:00,21
C,2025-08-05,Tuesday,02:30,20
C,2025-08-05,Tuesday,03:00,14
C,2025-08-05,Tuesday,03:30,13
C,2025-08-05,Tuesday,04:00,10
C,2025-08-05,Tuesday,04:30,11
C,2025-08-05,Tuesday,05:00,13
C,2025-08-05,Tuesday,05:30,16
C,2025-08-05,Tuesday,06:00,29
C,2025-08-05,Tuesday,06:30,48
C,2025-08-05,Tuesday,07:00,88
C,2025-08-05,Tuesday,07:30,142
C,2025-08-05,Tuesday,08:00,266
C,2025-08-05,Tuesday,08:30,386
C,2025-08-05,Tuesday,09:00,568
C,2025-08-05,Tuesday,09:30,716
C,2025-08-05,Tuesday,10:00,835
C,2025-08-05,Tuesday,10:30,931
C,2025-08-05,Tuesday,11:00,996
C,2025-08-05,Tuesday,11:30,1041
C,2025-08-05,Tuesday,12:00,1042
C,2025-08-05,Tuesday,12:30,1043
C,2025-08-05,Tuesday,13:00,1045
C,2025-08-05,Tuesday,13:30,1037
C,2025-08-05,Tuesday,14:00,1074
C,2025-08-05,Tuesday,14:30,1073
C,2025-08-05,Tuesday,15:00,1057
C,2025-08-05,Tuesday,15:30,1051
C,2025-08-05,Tuesday,16:00,1022
C,2025-08-05,Tuesday,16:30,1017
C,2025-08-05,Tuesday,17:00,960
C,2025-08-05,Tuesday,17:30,904
C,2025-08-05,Tuesday,18:00,840
C,2025-08-05,Tuesday,18:30,718
C,2025-08-05,Tuesday,19:00,658
C,2025-08-05,Tuesday,19:30,574
C,2025-08-05,Tuesday,20:00,485
C,2025-08-05,Tuesday,20:30,434
C,2025-08-05,Tuesday,21:00,362
C,2025-08-05,Tuesday,21:30,295
C,2025-08-05,Tuesday,22:00,249
C,2025-08-05,Tuesday,22:30,193
C,2025-08-05,Tuesday,23:00,145
C,2025-08-05,Tuesday,23:30,108
C,2025-08-06,Wednesday,00:00,76
C,2025-08-06,Wednesday,00:30,56
C,2025-08-06,Wednesday,01:00,36
C,2025-08-06,Wednesday,01:30,27
C,2025-08-06,Wednesday,02:00,19
C,2025-08-06,Wednesday,02:30,18
C,2025-08-06,Wednesday,03:00,13
C,2025-08-06,Wednesday,03:30,11
C,2025-08-06,Wednesday,04:00,9
C,2025-08-06,Wednesday,04:30,12
C,2025-08-06,Wednesday,05:00,13
C,2025-08-06,Wednesday,05:30,20
C,2025-08-06,Wednesday,06:00,30
C,2025-08-06,Wednesday,06:30,51
C,2025-08-06,Wednesday,07:00,95
C,2025-08-06,Wednesday,07:30,151
C,2025-08-06,Wednesday,08:00,275
C,2025-08-06,Wednesday,08:30,401
C,2025-08-06,Wednesday,09:00,572
C,2025-08-06,Wednesday,09:30,711
C,2025-08-06,Wednesday,10:00,812
C,2025-08-06,Wednesday,10:30,915
C,2025-08-06,Wednesday,11:00,949
C,2025-08-06,Wednesday,11:30,973
C,2025-08-06,Wednesday,12:00,993
C,2025-08-06,Wednesday,12:30,997
C,2025-08-06,Wednesday,13:00,1001
C,2025-08-06,Wednesday,13:30,1001
C,2025-08-06,Wednesday,14:00,985
C,2025-08-06,Wednesday,14:30,1003
C,2025-08-06,Wednesday,15:00,973
C,2025-08-06,Wednesday,15:30,975
C,2025-08-06,Wednesday,16:00,963
C,2025-08-06,Wednesday,16:30,925
C,2025-08-06,Wednesday,17:00,869
C,2025-08-06,Wednesday,17:30,824
C,2025-08-06,Wednesday,18:00,756
C,2025-08-06,Wednesday,18:30,672
C,2025-08-06,Wednesday,19:00,599
C,2025-08-06,Wednesday,19:30,532
C,2025-08-06,Wednesday,20:00,462
C,2025-08-06,Wednesday,20:30,388
C,2025-08-06,Wednesday,21:00,324
C,2025-08-06,Wednesday,21:30,272
C,2025-08-06,Wednesday,22:00,221
C,2025-08-06,Wednesday,22:30,173
C,2025-08-06,Wednesday,23:00,135
C,2025-08-06,Wednesday,23:30,106
C,2025-08-07,Thursday,00:00,70
C,2025-08-07,Thursday,00:30,61
C,2025-08-07,Thursday,01:00,45
C,2025-08-07,Thursday,01:30,32
C,2025-08-07,Thursday,02:00,23
C,2025-08-07,Thursday,02:30,19
C,2025-08-07,Thursday,03:00,10
C,2025-08-07,Thursday,03:30,12
C,2025-08-07,Thursday,04:00,12
C,2025-08-07,Thursday,04:30,11
C,2025-08-07,Thursday,05:00,13
C,2025-08-07,Thursday,05:30,19
C,2025-08-07,Thursday,06:00,30
C,2025-08-07,Thursday,06:30,53
C,2025-08-07,Thursday,07:00,92
C,2025-08-07,Thursday,07:30,145
C,2025-08-07,Thursday,08:00,264
C,2025-08-07,Thursday,08:30,379
C,2025-08-07,Thursday,09:00,529
C,2025-08-07,Thursday,09:30,668
C,2025-08-07,Thursday,10:00,781
C,2025-08-07,Thursday,10:30,863
C,2025-08-07,Thursday,11:00,920
C,2025-08-07,Thursday,11:30,952
C,2025-08-07,Thursday,12:00,935
C,2025-08-07,Thursday,12:30,954
C,2025-08-07,Thursday,13:00,932
C,2025-08-07,Thursday,13:30,934
C,2025-08-07,Thursday,14:00,954
C,2025-08-07,Thursday,14:30,975
C,2025-08-07,Thursday,15:00,945
C,2025-08-07,Thursday,15:30,955
C,2025-08-07,Thursday,16:00,933
C,2025-08-07,Thursday,16:30,898
C,2025-08-07,Thursday,17:00,865
C,2025-08-07,Thursday,17:30,814
C,2025-08-07,Thursday,18:00,727
C,2025-08-07,Thursday,18:30,654
C,2025-08-07,Thursday,19:00,583
C,2025-08-07,Thursday,19:30,521
C,2025-08-07,Thursday,20:00,462
C,2025-08-07,Thursday,20:30,407
C,2025-08-07,Thursday,21:00,324
C,2025-08-07,Thursday,21:30,262
C,2025-08-07,Thursday,22:00,220
C,2025-08-07,Thursday,22:30,159
C,2025-08-07,Thursday,23:00,127
C,2025-08-07,Thursday,23:30,99
C,2025-08-08,Friday,00:00,73
C,2025-08-08,Friday,00:30,48
C,2025-08-08,Friday,01:00,37
C,2025-08-08,Friday,01:30,26
C,2025-08-08,Friday,02:00,16
C,2025-08-08,Friday,02:30,19
C,2025-08-08,Friday,03:00,13
C,2025-08-08,Friday,03:30,15
C,2025-08-08,Friday,04:00,12
C,2025-08-08,Friday,04:30,13
C,2025-08-08,Friday,05:00,16
C,2025-08-08,Friday,05:30,17
C,2025-08-08,Friday,06:00,33
C,2025-08-08,Friday,06:30,54
C,2025-08-08,Friday,07:00,90
C,2025-08-08,Friday,07:30,146
C,2025-08-08,Friday,08:00,269
C,2025-08-08,Friday,08:30,376
C,2025-08-08,Friday,09:00,529
C,2025-08-08,Friday,09:30,670
C,2025-08-08,Friday,10:00,757
C,2025-08-08,Friday,10:30,845
C,2025-08-08,Friday,11:00,897
C,2025-08-08,Friday,11:30,938
C,2025-08-08,Friday,12:00,963
C,2025-08-08,Friday,12:30,958
C,2025-08-08,Friday,13:00,936
C,2025-08-08,Friday,13:30,937
C,2025-08-08,Friday,14:00,969
C,2025-08-08,Friday,14:30,954
C,2025-08-08,Friday,15:00,943
C,2025-08-08,Friday,15:30,937
C,2025-08-08,Friday,16:00,930
C,2025-08-08,Friday,16:30,886
C,2025-08-08,Friday,17:00,831
C,2025-08-08,Friday,17:30,767
C,2025-08-08,Friday,18:00,678
C,2025-08-08,Friday,18:30,617
C,2025-08-08,Friday,19:00,541
C,2025-08-08,Friday,19:30,476
C,2025-08-08,Friday,20:00,403
C,2025-08-08,Friday,20:30,349
C,2025-08-08,Friday,21:00,286
C,2025-08-08,Friday,21:30,234
C,2025-08-08,Friday,22:00,192
C,2025-08-08,Friday,22:30,149
C,2025-08-08,Friday,23:00,113
C,2025-08-08,Friday,23:30,90
C,2025-08-09,Saturday,00:00,66
C,2025-08-09,Saturday,00:30,51
C,2025-08-09,Saturday,01:00,37
C,2025-08-09,Saturday,01:30,32
C,2025-08-09,Saturday,02:00,19
C,2025-08-09,Saturday,02:30,14
C,2025-08-09,Saturday,03:00,11
C,2025-08-09,Saturday,03:30,12
C,2025-08-09,Saturday,04:00,10
C,2025-08-09,Saturday,04:30,11
C,2025-08-09,Saturday,05:00,11
C,2025-08-09,Saturday,05:30,13
C,2025-08-09,Saturday,06:00,18
C,2025-08-09,Saturday,06:30,33
C,2025-08-09,Saturday,07:00,59
C,2025-08-09,Saturday,07:30,95
C,2025-08-09,Saturday,08:00,169
C,2025-08-09,Saturday,08:30,242
C,2025-08-09,Saturday,09:00,338
C,2025-08-09,Saturday,09:30,406
C,2025-08-09,Saturday,10:00,510
C,2025-08-09,Saturday,10:30,573
C,2025-08-09,Saturday,11:00,621
C,2025-08-09,Saturday,11:30,631
C,2025-08-09,Saturday,12:00,643
C,2025-08-09,Saturday,12:30,653
C,2025-08-09,Saturday,13:00,639
C,2025-08-09,Saturday,13:30,641
C,2025-08-09,Saturday,14:00,638
C,2025-08-09,Saturday,14:30,632
C,2025-08-09,Saturday,15:00,601
C,2025-08-09,Saturday,15:30,582
C,2025-08-09,Saturday,16:00,562
C,2025-08-09,Saturday,16:30,520
C,2025-08-09,Saturday,17:00,487
C,2025-08-09,Saturday,17:30,470
C,2025-08-09,Saturday,18:00,445
C,2025-08-09,Saturday,18:30,404
C,2025-08-09,Saturday,19:00,365
C,2025-08-09,Saturday,19:30,325
C,2025-08-09,Saturday,20:00,293
C,2025-08-09,Saturday,20:30,248
C,2025-08-09,Saturday,21:00,208
C,2025-08-09,Saturday,21:30,168
C,2025-08-09,Saturday,22:00,141
C,2025-08-09,Saturday,22:30,119
C,2025-08-09,Saturday,23:00,88
C,2025-08-09,Saturday,23:30,78
C,2025-08-10,Sunday,00:00,52
C,2025-08-10,Sunday,00:30,39
C,2025-08-10,Sunday,01:00,30
C,2025-08-10,Sunday,01:30,24
C,2025-08-10,Sunday,02:00,20
C,2025-08-10,Sunday,02:30,14
C,2025-08-10,Sunday,03:00,13
C,2025-08-10,Sunday,03:30,8
C,2025-08-10,Sunday,04:00,9
C,2025-08-10,Sunday,04:30,7
C,2025-08-10,Sunday,05:00,10
C,2025-08-10,Sunday,05:30,9
C,2025-08-10,Sunday,06:00,16
C,2025-08-10,Sunday,06:30,24
C,2025-08-10,Sunday,07:00,36
C,2025-08-10,Sunday,07:30,59
C,2025-08-10,Sunday,08:00,97
C,2025-08-10,Sunday,08:30,135
C,2025-08-10,Sunday,09:00,178
C,2025-08-10,Sunday,09:30,229
C,2025-08-10,Sunday,10:00,280
C,2025-08-10,Sunday,10:30,329
C,2025-08-10,Sunday,11:00,352
C,2025-08-10,Sunday,11:30,391
C,2025-08-10,Sunday,12:00,425
C,2025-08-10,Sunday,12:30,422
C,2025-08-10,Sunday,13:00,444
C,2025-08-10,Sunday,13:30,440
C,2025-08-10,Sunday,14:00,442
C,2025-08-10,Sunday,14:30,437
C,2025-08-10,Sunday,15:00,435
C,2025-08-10,Sunday,15:30,422
C,2025-08-10,Sunday,16:00,422
C,2025-08-10,Sunday,16:30,414
C,2025-08-10,Sunday,17:00,387
C,2025-08-10,Sunday,17:30,362
C,2025-08-10,Sunday,18:00,322
C,2025-08-10,Sunday,18:30,304
C,2025-08-10,Sunday,19:00,270
C,2025-08-10,Sunday,19:30,247
C,2025-08-10,Sunday,20:00,223
C,2025-08-10,Sunday,20:30,203
C,2025-08-10,Sunday,21:00,178
C,2025-08-10,Sunday,21:30,151
C,2025-08-10,Sunday,22:00,132
C,2025-08-10,Sunday,22:30,116
C,2025-08-10,Sunday,23:00,91
C,2025-08-10,Sunday,23:30,78
C,2025-08-11,Monday,00:00,51
C,2025-08-11,Monday,00:30,41
C,2025-08-11,Monday,01:00,31
C,2025-08-11,Monday,01:30,22
C,2025-08-11,Monday,02:00,14
C,2025-08-11,Monday,02:30,13
C,2025-08-11,Monday,03:00,11
C,2025-08-11,Monday,03:30,8
C,2025-08-11,Monday,04:00,9
C,2025-08-11,Monday,04:30,8
C,2025-08-11,Monday,05:00,10
C,2025-08-11,Monday,05:30,13
C,2025-08-11,Monday,06:00,24
C,2025-08-11,Monday,06:30,40
C,2025-08-11,Monday,07:00,74
C,2025-08-11,Monday,07:30,122
C,2025-08-11,Monday,08:00,244
C,2025-08-11,Monday,08:30,385
C,2025-08-11,Monday,09:00,551
C,2025-08-11,Monday,09:30,714
C,2025-08-11,Monday,10:00,852
C,2025-08-11,Monday,10:30,944
C,2025-08-11,Monday,11:00,1027
C,2025-08-11,Monday,11:30,1046
C,2025-08-11,Monday,12:00,1081
C,2025-08-11,Monday,12:30,1084
C,2025-08-11,Monday,13:00,1069
C,2025-08-11,Monday,13:30,1063
C,2025-08-11,Monday,14:00,1091
C,2025-08-11,Monday,14:30,1096
C,2025-08-11,Monday,15:00,1110
C,2025-08-11,Monday,15:30,1088
C,2025-08-11,Monday,16:00,1099
C,2025-08-11,Monday,16:30,1059
C,2025-08-11,Monday,17:00,1006
C,2025-08-11,Monday,17:30,921
C,2025-08-11,Monday,18:00,861
C,2025-08-11,Monday,18:30,757
C,2025-08-11,Monday,19:00,663
C,2025-08-11,Monday,19:30,603
C,2025-08-11,Monday,20:00,527
C,2025-08-11,Monday,20:30,438
C,2025-08-11,Monday,21:00,363
C,2025-08-11,Monday,21:30,314
C,2025-08-11,Monday,22:00,241
C,2025-08-11,Monday,22:30,190
C,2025-08-11,Monday,23:00,147
C,2025-08-11,Monday,23:30,111
C,2025-08-12,Tuesday,00:00,75
C,2025-08-12,Tuesday,00:30,54
C,2025-08-12,Tuesday,01:00,38
C,2025-08-12,Tuesday,01:30,27
C,2025-08-12,Tuesday,02:00,20
C,2025-08-12,Tuesday,02:30,19
C,2025-08-12,Tuesday,03:00,13
C,2025-08-12,Tuesday,03:30,12
C,2025-08-12,Tuesday,04:00,9
C,2025-08-12,Tuesday,04:30,10
C,2025-08-12,Tuesday,05:00,12
C,2025-08-12,Tuesday,05:30,15
C,2025-08-12,Tuesday,06:00,27
C,2025-08-12,Tuesday,06:30,45
C,2025-08-12,Tuesday,07:00,83
C,2025-08-12,Tuesday,07:30,133
C,2025-08-12,Tuesday,08:00,250
C,2025-08-12,Tuesday,08:30,364
C,2025-08-12,Tuesday,09:00,535
C,2025-08-12,Tuesday,09:30,674
C,2025-08-12,Tuesday,10:00,786
C,2025-08-12,Tuesday,10:30,877
C,2025-08-12,Tuesday,11:00,938
C,2025-08-12,Tuesday,11:30,981
C,2025-08-12,Tuesday,12:00,981
C,2025-08-12,Tuesday,12:30,982
C,2025-08-12,Tuesday,13:00,984
C,2025-08-12,Tuesday,13:30,976
C,2025-08-12,Tuesday,14:00,1011
C,2025-08-12,Tuesday,14:30,1011
C,2025-08-12,Tuesday,15:00,996
C,2025-08-12,Tuesday,15:30,989
C,2025-08-12,Tuesday,16:00,963
C,2025-08-12,Tuesday,16:30,958
C,2025-08-12,Tuesday,17:00,904
C,2025-08-12,Tuesday,17:30,851
C,2025-08-12,Tuesday,18:00,791
C,2025-08-12,Tuesday,18:30,676
C,2025-08-12,Tuesday,19:00,619
C,2025-08-12,Tuesday,19:30,541
C,2025-08-12,Tuesday,20:00,456
C,2025-08-12,Tuesday,20:30,409
C,2025-08-12,Tuesday,21:00,341
C,2025-08-12,Tuesday,21:30,278
C,2025-08-12,Tuesday,22:00,235
C,2025-08-12,Tuesday,22:30,182
C,2025-08-12,Tuesday,23:00,137
C,2025-08-12,Tuesday,23:30,101
C,2025-08-13,Wednesday,00:00,74
C,2025-08-13,Wednesday,00:30,54
C,2025-08-13,Wednesday,01:00,35
C,2025-08-13,Wednesday,01:30,26
C,2025-08-13,Wednesday,02:00,19
C,2025-08-13,Wednesday,02:30,17
C,2025-08-13,Wednesday,03:00,13
C,2025-08-13,Wednesday,03:30,11
C,2025-08-13,Wednesday,04:00,9
C,2025-08-13,Wednesday,04:30,11
C,2025-08-13,Wednesday,05:00,13
C,2025-08-13,Wednesday,05:30,20
C,2025-08-13,Wednesday,06:00,29
C,2025-08-13,Wednesday,06:30,50
C,2025-08-13,Wednesday,07:00,92
C,2025-08-13,Wednesday,07:30,147
C,2025-08-13,Wednesday,08:00,268
C,2025-08-13,Wednesday,08:30,390
C,2025-08-13,Wednesday,09:00,557
C,2025-08-13,Wednesday,09:30,692
C,2025-08-13,Wednesday,10:00,790
C,2025-08-13,Wednesday,10:30,890
C,2025-08-13,Wednesday,11:00,924
C,2025-08-13,Wednesday,11:30,947
C,2025-08-13,Wednesday,12:00,967
C,2025-08-13,Wednesday,12:30,970
C,2025-08-13,Wednesday,13:00,974
C,2025-08-13,Wednesday,13:30,974
C,2025-08-13,Wednesday,14:00,958
C,2025-08-13,Wednesday,14:30,976
C,2025-08-13,Wednesday,15:00,947
C,2025-08-13,Wednesday,15:30,949
C,2025-08-13,Wednesday,16:00,937
C,2025-08-13,Wednesday,16:30,900
C,2025-08-13,Wednesday,17:00,846
C,2025-08-13,Wednesday,17:30,802
C,2025-08-13,Wednesday,18:00,736
C,2025-08-13,Wednesday,18:30,654
C,2025-08-13,Wednesday,19:00,583
C,2025-08-13,Wednesday,19:30,518
C,2025-08-13,Wednesday,20:00,449
C,2025-08-13,Wednesday,20:30,378
C,2025-08-13,Wednesday,21:00,315
C,2025-08-13,Wednesday,21:30,265
C,2025-08-13,Wednesday,22:00,215
C,2025-08-13,Wednesday,22:30,168
C,2025-08-13,Wednesday,23:00,131
C,2025-08-13,Wednesday,23:30,103
C,2025-08-14,Thursday,00:00,69
C,2025-08-14,Thursday,00:30,60
C,2025-08-14,Thursday,01:00,45
C,2025-08-14,Thursday,01:30,31
C,2025-08-14,Thursday,02:00,22
C,2025-08-14,Thursday,02:30,18
C,2025-08-14,Thursday,03:00,10
C,2025-08-14,Thursday,03:30,12
C,2025-08-14,Thursday,04:00,11
C,2025-08-14,Thursday,04:30,11
C,2025-08-14,Thursday,05:00,13
C,2025-08-14,Thursday,05:30,19
C,2025-08-14,Thursday,06:00,30
C,2025-08-14,Thursday,06:30,52
C,2025-08-14,Thursday,07:00,91
C,2025-08-14,Thursday,07:30,144
C,2025-08-14,Thursday,08:00,261
C,2025-08-14,Thursday,08:30,376
C,2025-08-14,Thursday,09:00,524
C,2025-08-14,Thursday,09:30,661
C,2025-08-14,Thursday,10:00,773
C,2025-08-14,Thursday,10:30,854
C,2025-08-14,Thursday,11:00,911
C,2025-08-14,Thursday,11:30,943
C,2025-08-14,Thursday,12:00,925
C,2025-08-14,Thursday,12:30,945
C,2025-08-14,Thursday,13:00,922
C,2025-08-14,Thursday,13:30,925
C,2025-08-14,Thursday,14:00,944
C,2025-08-14,Thursday,14:30,965
C,2025-08-14,Thursday,15:00,936
C,2025-08-14,Thursday,15:30,945
C,2025-08-14,Thursday,16:00,924
C,2025-08-14,Thursday,16:30,889
C,2025-08-14,Thursday,17:00,856
C,2025-08-14,Thursday,17:30,806
C,2025-08-14,Thursday,18:00,720
C,2025-08-14,Thursday,18:30,648
C,2025-08-14,Thursday,19:00,577
C,2025-08-14,Thursday,19:30,516
C,2025-08-14,Thursday,20:00,457
C,2025-08-14,Thursday,20:30,403
C,2025-08-14,Thursday,21:00,320
C,2025-08-14,Thursday,21:30,260
C,2025-08-14,Thursday,22:00,218
C,2025-08-14,Thursday,22:30,158
C,2025-08-14,Thursday,23:00,126
C,2025-08-14,Thursday,23:30,98
C,2025-08-15,Friday,00:00,74
C,2025-08-15,Friday,00:30,48
C,2025-08-15,Friday,01:00,37
C,2025-08-15,Friday,01:30,27
C,2025-08-15,Friday,02:00,16
C,2025-08-15,Friday,02:30,20
C,2025-08-15,Friday,03:00,13
C,2025-08-15,Friday,03:30,15
C,2025-08-15,Friday,04:00,12
C,2025-08-15,Friday,04:30,14
C,2025-08-15,Friday,05:00,16
C,2025-08-15,Friday,05:30,18
C,2025-08-15,Friday,06:00,34
C,2025-08-15,Friday,06:30,54
C,2025-08-15,Friday,07:00,91
C,2025-08-15,Friday,07:30,148
C,2025-08-15,Friday,08:00,273
C,2025-08-15,Friday,08:30,381
C,2025-08-15,Friday,09:00,536
C,2025-08-15,Friday,09:30,679
C,2025-08-15,Friday,10:00,768
C,2025-08-15,Friday,10:30,857
C,2025-08-15,Friday,11:00,909
C,2025-08-15,Friday,11:30,951
C,2025-08-15,Friday,12:00,976
C,2025-08-15,Friday,12:30,971
C,2025-08-15,Friday,13:00,949
C,2025-08-15,Friday,13:30,950
C,2025-08-15,Friday,14:00,982
C,2025-08-15,Friday,14:30,967
C,2025-08-15,Friday,15:00,956
C,2025-08-15,Friday,15:30,950
C,2025-08-15,Friday,16:00,943
C,2025-08-15,Friday,16:30,898
C,2025-08-15,Friday,17:00,842
C,2025-08-15,Friday,17:30,777
C,2025-08-15,Friday,18:00,687
C,2025-08-15,Friday,18:30,625
C,2025-08-15,Friday,19:00,548
C,2025-08-15,Friday,19:30,482
C,2025-08-15,Friday,20:00,409
C,2025-08-15,Friday,20:30,354
C,2025-08-15,Friday,21:00,290
C,2025-08-15,Friday,21:30,237
C,2025-08-15,Friday,22:00,195
C,2025-08-15,Friday,22:30,151
